"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,921013 ,1992-10-13,033661 ,NYCE ,01 ,033 ,    47191,   1470,  13398,   2209,  33388,  21376,  37067,  36983,  10124,  10208,    44218,   1470,  13332,   2209,  31028,  19323,  34707,  34864,   9511,   9354,     2973,      0,     66,      0,   2360,   2053,   2360,   2119,    613,    854,     1611,    619,    314,    215,    836,    500,   1670,   1029,    -59,    582,  100.0,    3.1,   28.4,    4.7,   70.8,   45.3,   78.5,   78.4,   21.5,   21.6,  100.0,    3.3,   30.2,    5.0,   70.2,   43.7,   78.5,   78.8,   21.5,   21.2,  100.0,    0.0,    2.2,    0.0,   79.4,   69.1,   79.4,   71.3,   20.6,   28.7,    142,     16,     62,     11,     43,     38,     68,    102,    142,     16,     62,     11,     43,     37,     68,    101,     16,      0,      1,      0,      8,      8,      8,      9,    32.6,    24.5,    46.6,    35.9,    24.1,    16.9,    34.9,    24.3,    34.3,    23.7,    47.5,    34.7,    25.0,    15.5,    34.8,    22.9,    69.9,    59.1,    79.4,    69.3,    69.9,    59.1,    77.1,    68.1,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,921006 ,1992-10-06,033661 ,NYCE ,01 ,033 ,    45580,    851,  13084,   1994,  32552,  20876,  35397,  35954,  10183,   9626,    42704,    851,  13084,   1994,  30312,  18816,  33157,  33894,   9547,   8810,     2876,      0,      0,      0,   2240,   2060,   2240,   2060,    636,    816,     -155,    -31,   -766,   -476,    254,   1443,   -253,    201,     98,   -356,  100.0,    1.9,   28.7,    4.4,   71.4,   45.8,   77.7,   78.9,   22.3,   21.1,  100.0,    2.0,   30.6,    4.7,   71.0,   44.1,   77.6,   79.4,   22.4,   20.6,  100.0,    0.0,    0.0,    0.0,   77.9,   71.6,   77.9,   71.6,   22.1,   28.4,    145,     12,     60,     11,     50,     41,     72,    104,    145,     12,     60,     11,     50,     40,     72,    103,     14,      0,      0,      0,      6,      8,      6,      8,    31.5,    22.7,    46.1,    34.1,    26.5,    17.0,    37.6,    24.4,    33.4,    21.7,    47.1,    32.9,    28.0,    15.3,    37.8,    22.5,    72.3,    61.0,    77.9,    71.6,    72.3,    61.0,    77.9,    71.6,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920930 ,1992-09-30,033661 ,NYCE ,01 ,033 ,    45735,    882,  13850,   2470,  32298,  19433,  35650,  35753,  10085,   9982,    43081,    967,  13744,   2385,  30150,  17764,  33502,  33893,   9579,   9188,     2654,      0,    191,      0,   2148,   1669,   2148,   1860,    506,    794,     -728,   -139,    720,    154,    668,   -601,    683,    273,  -1411,  -1001,  100.0,    1.9,   30.3,    5.4,   70.6,   42.5,   77.9,   78.2,   22.1,   21.8,  100.0,    2.2,   31.9,    5.5,   70.0,   41.2,   77.8,   78.7,   22.2,   21.3,  100.0,    0.0,    7.2,    0.0,   80.9,   62.9,   80.9,   70.1,   19.1,   29.9,    148,     13,     62,     12,     50,     39,     73,    107,    148,     14,     61,     12,     50,     38,     73,    106,     15,      0,      1,      0,      6,      8,      6,      9,    30.6,    20.5,    45.6,    32.1,    26.7,    16.0,    37.6,    23.5,    32.3,    19.9,    45.9,    31.0,    27.3,    15.1,    37.1,    22.4,    75.1,    50.9,    80.9,    68.2,    75.1,    50.9,    80.9,    68.2,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920915 ,1992-09-15,033661 ,NYCE ,01 ,033 ,    46463,   1021,  13130,   2316,  31630,  20034,  34967,  35480,  11496,  10983,    44149,   1107,  13017,   2230,  29789,  18607,  33126,  33854,  11023,  10295,     2314,      0,    199,      0,   1841,   1427,   1841,   1626,    473,    688,       -3,    309,    840,   -481,    -19,    127,   -191,    486,    188,   -489,  100.0,    2.2,   28.3,    5.0,   68.1,   43.1,   75.3,   76.4,   24.7,   23.6,  100.0,    2.5,   29.5,    5.1,   67.5,   42.1,   75.0,   76.7,   25.0,   23.3,  100.0,    0.0,    8.6,    0.0,   79.6,   61.7,   79.6,   70.3,   20.4,   29.7,    141,     12,     61,      9,     48,     43,     69,    106,    141,     13,     60,      9,     48,     43,     69,    106,     10,      0,      1,      0,      4,      5,      4,      6,    29.3,    17.3,    42.8,    28.4,    24.8,    13.4,    35.3,    21.6,    30.8,    16.2,    43.2,    27.2,    25.0,    12.7,    34.7,    20.9,    79.6,    59.1,    79.6,    70.3,    79.6,    59.1,    79.6,    70.3,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920831 ,1992-08-31,033661 ,NYCE ,01 ,033 ,    46466,    712,  12290,   2797,  31649,  19907,  35158,  34994,  11308,  11472,    44589,    794,  12144,   2715,  30000,  18755,  33509,  33614,  11080,  10975,     1877,      0,    228,      0,   1649,   1152,   1649,   1380,    228,    497,     4294,     29,   3343,    567,   2790,   -551,   3386,   3359,    908,    935,  100.0,    1.5,   26.4,    6.0,   68.1,   42.8,   75.7,   75.3,   24.3,   24.7,  100.0,    1.8,   27.2,    6.1,   67.3,   42.1,   75.2,   75.4,   24.8,   24.6,  100.0,    0.0,   12.1,    0.0,   87.9,   61.4,   87.9,   73.5,   12.1,   26.5,    143,     11,     62,     14,     53,     40,     75,    105,    143,     12,     61,     14,     53,     40,     75,    105,     12,      0,      2,      0,      3,      7,      3,      9,    28.2,    17.0,    41.1,    28.6,    23.9,    14.2,    33.7,    22.1,    29.4,    16.8,    40.8,    27.7,    23.5,    13.7,    33.1,    21.6,    87.9,    49.5,    87.9,    70.3,    87.9,    49.5,    87.9,    70.3,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920814 ,1992-08-14,033661 ,NYCE ,01 ,033 ,    42172,    683,   8947,   2230,  28859,  20458,  31772,  31635,  10400,  10537,    40706,    683,   8856,   2230,  27642,  19400,  30555,  30486,  10151,  10220,     1466,      0,     91,      0,   1217,   1058,   1217,   1149,    249,    317,     5668,  -1268,   6048,    432,   6167,  -2252,   5331,   4228,    337,   1440,  100.0,    1.6,   21.2,    5.3,   68.4,   48.5,   75.3,   75.0,   24.7,   25.0,  100.0,    1.7,   21.8,    5.5,   67.9,   47.7,   75.1,   74.9,   24.9,   25.1,  100.0,    0.0,    6.2,    0.0,   83.0,   72.2,   83.0,   78.4,   17.0,   21.6,    134,     11,     55,     13,     47,     40,     66,    102,    134,     11,     55,     13,     47,     40,     66,    102,      9,      0,      1,      0,      2,      6,      2,      7,    28.4,    22.2,    42.5,    33.7,    24.7,    19.1,    35.0,    27.0,    29.4,    22.2,    42.3,    33.3,    24.9,    18.7,    34.5,    26.3,    83.0,    62.8,    83.0,    78.4,    83.0,    62.8,    83.0,    78.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920731 ,1992-07-31,033661 ,NYCE ,01 ,033 ,    36504,   1951,   2899,   1798,  22692,  22710,  26441,  27407,  10063,   9097,    35487,   1951,   2899,   1798,  21852,  21958,  25601,  26655,   9886,   8832,     1017,      0,      0,      0,    840,    752,    840,    752,    177,    265,     -412,  -1864,    754,    -60,   2859,  -1472,    935,   -778,  -1347,    366,  100.0,    5.3,    7.9,    4.9,   62.2,   62.2,   72.4,   75.1,   27.6,   24.9,  100.0,    5.5,    8.2,    5.1,   61.6,   61.9,   72.1,   75.1,   27.9,   24.9,  100.0,    0.0,    0.0,    0.0,   82.6,   73.9,   82.6,   73.9,   17.4,   26.1,    104,     12,     24,      7,     42,     42,     60,     71,    104,     12,     24,      7,     42,     42,     60,     71,      6,      0,      0,      0,      2,      4,      2,      4,    24.5,    27.7,    37.3,    41.8,    21.2,    23.9,    30.6,    33.0,    25.2,    27.7,    36.6,    41.6,    20.6,    23.6,    29.7,    32.5,    82.6,    73.9,    82.6,    73.9,    82.6,    73.9,    82.6,    73.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920715 ,1992-07-15,033661 ,NYCE ,01 ,033 ,    36916,   3815,   2145,   1858,  19833,  24182,  25506,  28185,  11410,   8731,    36043,   3815,   2145,   1858,  19116,  23531,  24789,  27534,  11254,   8509,      873,      0,      0,      0,    717,    651,    717,    651,    156,    222,     2306,  -2244,   1270,    -17,   3773,    550,   1512,   1803,    794,    503,  100.0,   10.3,    5.8,    5.0,   53.7,   65.5,   69.1,   76.3,   30.9,   23.7,  100.0,   10.6,    6.0,    5.2,   53.0,   65.3,   68.8,   76.4,   31.2,   23.6,  100.0,    0.0,    0.0,    0.0,   82.1,   74.6,   82.1,   74.6,   17.9,   25.4,    111,     27,     18,      9,     41,     46,     71,     71,    111,     27,     18,      9,     41,     46,     71,     71,      6,      0,      0,      0,      2,      4,      2,      4,    22.5,    29.3,    32.8,    43.3,    18.5,    26.2,    27.1,    35.4,    23.1,    29.3,    32.6,    43.1,    18.6,    26.0,    26.4,    35.0,    82.1,    74.6,    82.1,    74.6,    82.1,    74.6,    82.1,    74.6,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920630 ,1992-06-30,033661 ,NYCE ,01 ,033 ,    34610,   6059,    875,   1875,  16060,  23632,  23994,  26382,  10616,   8228,     1041,      0,     54,      0,    867,    600,    867,    654,    174,    387,    33569,   6059,    821,   1875,  15193,  23032,  23127,  25728,  10442,   7841,    -3182,     28,   -916,   -200,  -1796,   -638,  -1968,  -1754,  -1214,  -1428,  100.0,   17.5,    2.5,    5.4,   46.4,   68.3,   69.3,   76.2,   30.7,   23.8,  100.0,    0.0,    5.2,    0.0,   83.3,   57.6,   83.3,   62.8,   16.7,   37.2,  100.0,   18.0,    2.4,    5.6,   45.3,   68.6,   68.9,   76.6,   31.1,   23.4,    118,     44,      8,     11,     36,     47,     84,     64,      6,      0,      1,      0,      3,      2,      3,      3,    117,     44,      7,     11,     36,     47,     84,     63,    22.1,    31.4,    31.4,    46.1,    16.2,    27.3,    23.5,    38.1,    83.3,    62.8,    83.3,    62.8,    83.3,    62.8,    83.3,    62.8,    20.4,    32.3,    29.9,    46.3,    16.5,    28.2,    24.0,    40.0,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920615 ,1992-06-15,033661 ,NYCE ,01 ,033 ,    37792,   6031,   1791,   2075,  17856,  24270,  25962,  28136,  11830,   9656,     6602,    584,    636,      0,   2986,   4415,   3570,   5051,   3032,   1551,    31190,   5686,   1394,   1836,  14870,  19855,  22392,  23085,   8798,   8105,     -209,   2966,  -2312,   -520,  -3607,   2642,  -1161,   -190,    952,    -19,  100.0,   16.0,    4.7,    5.5,   47.2,   64.2,   68.7,   74.4,   31.3,   25.6,  100.0,    8.8,    9.6,    0.0,   45.2,   66.9,   54.1,   76.5,   45.9,   23.5,  100.0,   18.2,    4.5,    5.9,   47.7,   63.7,   71.8,   74.0,   28.2,   26.0,    121,     40,     19,     11,     37,     47,     82,     73,     36,      5,      6,      0,     16,     10,     21,     16,    110,     38,     14,      9,     30,     46,     71,     67,    22.1,    26.9,    30.7,    42.0,    14.0,    23.3,    20.4,    32.5,    27.7,    55.1,    40.6,    67.8,    27.0,    52.9,    38.2,    63.1,    24.7,    27.8,    33.2,    40.0,    17.3,    24.0,    24.0,    32.5,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920529 ,1992-05-29,033661 ,NYCE ,01 ,033 ,    38001,   3065,   4103,   2595,  21463,  21628,  27123,  28326,  10878,   9675,    12844,   2096,   2378,     12,   5591,   6987,   7699,   9377,   5145,   3467,    25157,   1933,   2689,   1619,  15872,  14641,  19424,  18949,   5733,   6208,      -92,  -3257,   2564,    470,   3582,  -3538,    795,   -504,   -887,    412,  100.0,    8.1,   10.8,    6.8,   56.5,   56.9,   71.4,   74.5,   28.6,   25.5,  100.0,   16.3,   18.5,    0.1,   43.5,   54.4,   59.9,   73.0,   40.1,   27.0,  100.0,    7.7,   10.7,    6.4,   63.1,   58.2,   77.2,   75.3,   22.8,   24.7,    119,     20,     29,     17,     47,     40,     79,     78,     65,     15,     15,      1,     24,     13,     40,     28,     92,     14,     20,     11,     36,     37,     56,     64,    22.9,    27.0,    33.8,    39.7,    16.8,    17.4,    23.4,    24.4,    21.9,    43.0,    32.4,    52.5,    20.5,    38.3,    29.4,    47.8,    31.9,    25.8,    43.8,    36.5,    24.6,    22.0,    32.8,    30.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920515 ,1992-05-15,033661 ,NYCE ,01 ,033 ,    38093,   6322,   1539,   2125,  17881,  25166,  26328,  28830,  11765,   9263,    15479,   4660,   1239,     12,   4124,  10227,   8796,  11478,   6683,   4001,    22614,   2441,   1079,   1334,  13757,  14939,  17532,  17352,   5082,   5262,     -909,   -999,    199,   -137,   1258,  -1263,    122,  -1201,  -1031,    292,  100.0,   16.6,    4.0,    5.6,   46.9,   66.1,   69.1,   75.7,   30.9,   24.3,  100.0,   30.1,    8.0,    0.1,   26.6,   66.1,   56.8,   74.2,   43.2,   25.8,  100.0,   10.8,    4.8,    5.9,   60.8,   66.1,   77.5,   76.7,   22.5,   23.3,    124,     40,     18,     16,     41,     45,     90,     75,     87,     32,     14,      1,     20,     22,     53,     36,     83,     15,     12,     11,     29,     39,     49,     60,    20.6,    27.8,    30.8,    43.0,    16.6,    20.7,    23.0,    30.7,    14.0,    43.7,    23.7,    55.6,    13.8,    40.7,    22.6,    52.6,    32.2,    27.6,    45.2,    40.2,    28.7,    26.2,    37.7,    37.2,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920430 ,1992-04-30,033661 ,NYCE ,01 ,033 ,    39002,   7321,   1340,   2262,  16623,  26429,  26206,  30031,  12796,   8971,    19071,   6269,   1740,     90,   4499,  12892,  10858,  14722,   8213,   4349,    19931,   2369,    917,    855,  12124,  13537,  15348,  15309,   4583,   4622,     4097,   3100,   -552,    611,   -628,   4771,   3083,   4830,   1014,   -733,  100.0,   18.8,    3.4,    5.8,   42.6,   67.8,   67.2,   77.0,   32.8,   23.0,  100.0,   32.9,    9.1,    0.5,   23.6,   67.6,   56.9,   77.2,   43.1,   22.8,  100.0,   11.9,    4.6,    4.3,   60.8,   67.9,   77.0,   76.8,   23.0,   23.2,    141,     56,     15,     17,     39,     45,    105,     74,    109,     50,     14,      2,     22,     29,     73,     44,     81,     18,     10,      8,     28,     36,     50,     54,    17.6,    26.5,    26.5,    41.5,    15.2,    20.3,    20.0,    32.6,    10.8,    35.6,    17.1,    48.8,    10.5,    33.6,    16.5,    45.9,    32.6,    23.3,    45.5,    39.0,    26.2,    23.2,    33.6,    36.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920415 ,1992-04-15,033661 ,NYCE ,01 ,033 ,    34905,   4221,   1892,   1651,  17251,  21658,  23123,  25201,  11782,   9704,    18093,   3673,   1949,    212,   6539,  10518,  10424,  12679,   7669,   5414,    16812,   1296,    691,    691,  10712,  11140,  12699,  12522,   4113,   4290,    -2029,   -815,  -1933,   -243,   -328,   1533,  -1386,   -643,   -643,  -1386,  100.0,   12.1,    5.4,    4.7,   49.4,   62.0,   66.2,   72.2,   33.8,   27.8,  100.0,   20.3,   10.8,    1.2,   36.1,   58.1,   57.6,   70.1,   42.4,   29.9,  100.0,    7.7,    4.1,    4.1,   63.7,   66.3,   75.5,   74.5,   24.5,   25.5,    120,     34,     15,     14,     41,     44,     85,     68,     98,     31,     17,      2,     28,     29,     61,     46,     65,      8,      7,      7,     25,     33,     39,     44,    20.2,    25.1,    30.7,    35.4,    18.0,    17.8,    22.9,    26.7,    15.1,    29.5,    23.0,    40.8,    12.8,    23.9,    18.4,    32.6,    35.6,    24.0,    48.3,    39.6,    31.5,    18.5,    37.9,    29.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920331 ,1992-03-31,033661 ,NYCE ,01 ,033 ,    36934,   5036,   3825,   1894,  17579,  20125,  24509,  25844,  12425,  11090,    22052,   4635,   3361,    569,   8136,  10770,  13340,  14700,   8712,   7352,    14882,   1244,   1307,    482,   9443,   9355,  11169,  11144,   3713,   3738,    -3238,   1893,  -5601,    466,  -6137,   3229,  -3778,  -1906,    540,  -1332,  100.0,   13.6,   10.4,    5.1,   47.6,   54.5,   66.4,   70.0,   33.6,   30.0,  100.0,   21.0,   15.2,    2.6,   36.9,   48.8,   60.5,   66.7,   39.5,   33.3,  100.0,    8.4,    8.8,    3.2,   63.5,   62.9,   75.1,   74.9,   24.9,   25.1,    126,     32,     25,     13,     43,     45,     84,     76,    105,     31,     20,      6,     32,     34,     67,     56,     65,      8,     12,      4,     26,     30,     36,     44,    18.5,    22.8,    28.1,    31.3,    16.8,    17.6,    21.6,    24.3,    13.5,    23.0,    21.6,    32.7,    10.8,    20.0,    16.0,    27.3,    38.0,    25.5,    49.0,    39.1,    35.4,    17.6,    42.0,    30.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920313 ,1992-03-13,033661 ,NYCE ,01 ,033 ,    40172,   3143,   9426,   1428,  23716,  16896,  28287,  27750,  11885,  12422,    27153,   2826,   9473,    207,  15643,   8906,  18676,  18586,   8477,   8567,    13019,   1293,    929,    245,   8073,   7990,   9611,   9164,   3408,   3855,     2689,    883,   2281,    -88,    652,   -429,   1447,   1764,   1242,    925,  100.0,    7.8,   23.5,    3.6,   59.0,   42.1,   70.4,   69.1,   29.6,   30.9,  100.0,   10.4,   34.9,    0.8,   57.6,   32.8,   68.8,   68.4,   31.2,   31.6,  100.0,    9.9,    7.1,    1.9,   62.0,   61.4,   73.8,   70.4,   26.2,   29.6,    143,     21,     51,     11,     51,     42,     77,    101,    132,     21,     48,      3,     46,     31,     67,     82,     57,      7,     10,      3,     23,     24,     32,     36,    22.8,    19.7,    34.3,    26.6,    20.5,    13.1,    29.6,    19.6,    22.3,    16.4,    33.4,    25.1,    18.5,    14.5,    26.0,    22.1,    42.3,    29.3,    53.4,    42.6,    39.3,    21.8,    47.5,    34.2,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920228 ,1992-02-28,033661 ,NYCE ,01 ,033 ,    37483,   2260,   7145,   1516,  23064,  17325,  26840,  25986,  10643,  11497,    26489,   2310,   6747,    405,  16232,  11118,  18947,  18270,   7542,   8219,    10994,    982,   1430,     79,   6832,   6207,   7893,   7716,   3101,   3278,    -2814,    272,  -1537,    315,  -2474,     27,  -1887,  -1195,   -927,  -1619,  100.0,    6.0,   19.1,    4.0,   61.5,   46.2,   71.6,   69.3,   28.4,   30.7,  100.0,    8.7,   25.5,    1.5,   61.3,   42.0,   71.5,   69.0,   28.5,   31.0,  100.0,    8.9,   13.0,    0.7,   62.1,   56.5,   71.8,   70.2,   28.2,   29.8,    129,     17,     42,      9,     51,     39,     74,     86,    118,     19,     37,      4,     46,     34,     66,     74,     52,      5,      8,      1,     20,     24,     26,     33,    24.3,    20.3,    35.8,    28.5,    19.6,    12.8,    26.8,    18.2,    24.5,    18.5,    35.6,    28.0,    17.4,    14.9,    25.2,    21.8,    46.6,    27.5,    56.9,    40.4,    43.1,    19.0,    50.8,    30.5,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920214 ,1992-02-14,033661 ,NYCE ,01 ,033 ,    40297,   1988,   8682,   1201,  25538,  17298,  28727,  27181,  11570,  13116,    30175,   1749,   8538,    369,  19179,  11380,  21297,  20287,   8878,   9888,    10122,    930,    835,    141,   6359,   5918,   7430,   6894,   2692,   3228,    -1359,   -429,  -1794,     84,  -1146,    864,  -1491,   -846,    132,   -513,  100.0,    4.9,   21.5,    3.0,   63.4,   42.9,   71.3,   67.5,   28.7,   32.5,  100.0,    5.8,   28.3,    1.2,   63.6,   37.7,   70.6,   67.2,   29.4,   32.8,  100.0,    9.2,    8.2,    1.4,   62.8,   58.5,   73.4,   68.1,   26.6,   31.9,    132,     14,     47,     13,     50,     41,     73,     95,    122,     16,     45,      6,     45,     33,     65,     81,     51,      6,      6,      2,     18,     24,     25,     32,    23.7,    17.8,    35.6,    26.5,    17.4,    12.8,    27.8,    18.5,    24.1,    15.3,    36.2,    23.8,    19.1,    14.0,    28.0,    19.3,    48.0,    29.5,    59.4,    42.5,    46.4,    22.3,    54.7,    35.0,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,920131 ,1992-01-31,033661 ,NYCE ,01 ,033 ,    41656,   2417,  10476,   1117,  26684,  16434,  30218,  28027,  11438,  13629,    32909,   1970,  10471,    472,  21235,  11328,  23677,  22271,   9232,  10638,     8747,    851,    409,    241,   5449,   5106,   6541,   5756,   2206,   2991,     2690,   -422,    389,     26,   1567,   1352,   1171,   1767,   1519,    923,  100.0,    5.8,   25.1,    2.7,   64.1,   39.5,   72.5,   67.3,   27.5,   32.7,  100.0,    6.0,   31.8,    1.4,   64.5,   34.4,   71.9,   67.7,   28.1,   32.3,  100.0,    9.7,    4.7,    2.8,   62.3,   58.4,   74.8,   65.8,   25.2,   34.2,    139,     18,     53,     12,     52,     36,     78,     95,    131,     17,     53,      7,     50,     30,     71,     86,     44,      7,      3,      2,     13,     22,     21,     27,    22.8,    17.0,    35.4,    25.1,    17.1,    10.5,    26.7,    16.6,    23.4,    14.3,    34.7,    22.7,    18.8,    11.0,    26.4,    17.0,    48.0,    31.5,    60.9,    42.5,    45.7,    23.9,    55.0,    34.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
