"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
"CORN - MIDAMERICA COMMODITY EXCHANGE" ,860214 ,1986-02-14,002631 ,MCE ,00 ,002 ,    17450,  11445,  11141,      0,      0,      0,  11445,  11141,   6005,   6309,    13115,   7765,   7446,      0,      0,      0,   7765,   7446,   5350,   5669,     4335,   3680,   3695,      0,      0,      0,   3680,   3695,    655,    640,     6830,   5875,   4536,      0,      0,      0,   5875,   4536,    955,   2294,  100.0,   65.6,   63.8,    0.0,    0.0,    0.0,   65.6,   63.8,   34.4,   36.2,  100.0,   59.2,   56.8,    0.0,    0.0,    0.0,   59.2,   56.8,   40.8,   43.2,  100.0,   84.9,   85.2,    0.0,    0.0,    0.0,   84.9,   85.2,   15.1,   14.8,     10,      5,      5,      0,      0,      0,      5,      5,      8,      4,      4,      0,      0,      0,      4,      4,      5,      3,      2,      0,      0,      0,      3,      2,    58.6,    60.2,    65.6,    63.8,    58.6,    60.2,    65.6,    63.8,    59.2,    56.8,    59.2,    56.8,    59.2,    56.8,    59.2,    56.8,    84.9,    85.2,    84.9,    85.2,    84.9,    85.2,    84.9,    85.2,"(THOUSAND BUSHELS)" ,"002631" ,"MCE" ,"002"
"CORN - MIDAMERICA COMMODITY EXCHANGE" ,860131 ,1986-01-31,002631 ,MCE ,00 ,002 ,    10620,   5570,   6605,      0,      0,      0,   5570,   6605,   5050,   4015,    10196,   5570,   6605,      0,      0,      0,   5570,   6605,   4626,   3591,      424,      0,      0,      0,      0,      0,      0,      0,    424,    424,     5781,   4250,   4260,      0,      0,      0,   4250,   4260,   1531,   1521,  100.0,   52.4,   62.2,    0.0,    0.0,    0.0,   52.4,   62.2,   47.6,   37.8,  100.0,   54.6,   64.8,    0.0,    0.0,    0.0,   54.6,   64.8,   45.4,   35.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,      6,      3,      3,      0,      0,      0,      3,      3,      6,      3,      3,      0,      0,      0,      3,      3,      0,      0,      0,      0,      0,      0,      0,      0,    52.4,    62.2,    52.4,    62.2,    52.4,    62.2,    52.4,    62.2,    54.6,    64.8,    54.6,    64.8,    54.6,    64.8,    54.6,    64.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"002631" ,"MCE" ,"002"
"OATS - CHICAGO BOARD OF TRADE" ,861231 ,1986-12-31,004601 ,CBT ,00 ,004 ,    30270,   2285,   1155,   1290,   6360,  12885,   9935,  15330,  20335,  14940,    24580,   2625,   2045,      0,   5320,  12885,   7945,  14930,  16635,   9650,     5690,    950,    400,      0,   1040,      0,   1990,    400,   3700,   5290,     4110,    430,   -745,   1290,    110,   -460,   1830,     85,   2280,   4025,  100.0,    7.5,    3.8,    4.3,   21.0,   42.6,   32.8,   50.6,   67.2,   49.4,  100.0,   10.7,    8.3,    0.0,   21.6,   52.4,   32.3,   60.7,   67.7,   39.3,  100.0,   16.7,    7.0,    0.0,   18.3,    0.0,   35.0,    7.0,   65.0,   93.0,     21,      7,      3,      3,      4,      7,     13,     12,     21,      7,      4,      0,      4,      7,     11,     11,      6,      2,      1,      0,      3,      0,      5,      1,    21.5,    37.8,    27.1,    45.2,    20.0,    35.5,    24.7,    41.9,    22.1,    46.6,    28.4,    55.6,    21.6,    44.5,    27.8,    53.6,    29.7,     7.0,    35.0,     7.0,    29.7,     7.0,    35.0,     7.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,861215 ,1986-12-15,004601 ,CBT ,00 ,004 ,    26160,   1855,   1900,      0,   6250,  13345,   8105,  15245,  18055,  10915,    22795,   1855,   1900,      0,   5820,  13345,   7675,  15245,  15120,   7550,     3365,      0,      0,      0,    430,      0,    430,      0,   2935,   3365,      925,   -525,   1125,   -300,     45,   -955,   -780,   -130,   1705,   1055,  100.0,    7.1,    7.3,    0.0,   23.9,   51.0,   31.0,   58.3,   69.0,   41.7,  100.0,    8.1,    8.3,    0.0,   25.5,   58.5,   33.7,   66.9,   66.3,   33.1,  100.0,    0.0,    0.0,    0.0,   12.8,    0.0,   12.8,    0.0,   87.2,  100.0,     18,      5,      5,      0,      4,      5,      9,     10,     18,      5,      5,      0,      4,      5,      9,     10,      1,      0,      0,      0,      1,      0,      1,      0,    24.2,    49.1,    29.8,    55.8,    24.2,    47.8,    29.7,    54.5,    25.8,    56.4,    32.4,    64.0,    25.8,    54.9,    32.2,    62.5,    12.8,     0.0,    12.8,     0.0,    12.8,     0.0,    12.8,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,861128 ,1986-11-28,004601 ,CBT ,00 ,004 ,    25235,   2380,    775,    300,   6205,  14300,   8885,  15375,  16350,   9860,    23375,   2380,    775,    300,   5775,  14300,   8455,  15375,  14920,   8000,     1860,      0,      0,      0,    430,      0,    430,      0,   1430,   1860,     1190,    835,    375,      0,   -660,    145,    175,    520,   1015,    670,  100.0,    9.4,    3.1,    1.2,   24.6,   56.7,   35.2,   60.9,   64.8,   39.1,  100.0,   10.2,    3.3,    1.3,   24.7,   61.2,   36.2,   65.8,   63.8,   34.2,  100.0,    0.0,    0.0,    0.0,   23.1,    0.0,   23.1,    0.0,   76.9,  100.0,     18,      6,      2,      1,      5,      5,     11,      8,     18,      6,      2,      1,      5,      5,     11,      8,      1,      0,      0,      0,      1,      0,      1,      0,    24.6,    53.2,    31.5,    60.9,    24.6,    53.2,    31.2,    59.7,    24.7,    57.5,    32.2,    65.8,    24.7,    57.5,    31.9,    64.5,    23.1,     0.0,    23.1,     0.0,    23.1,     0.0,    23.1,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,861114 ,1986-11-14,004601 ,CBT ,00 ,004 ,    24045,   1545,    400,    300,   6865,  14155,   8710,  14855,  15335,   9190,    22750,   1545,    400,    300,   6565,  14155,   8410,  14855,  14340,   7895,     1295,      0,      0,      0,    300,      0,    300,      0,    995,   1295,     5130,    815,     55,      0,   1610,   2790,   2425,   2845,   2705,   2285,  100.0,    6.4,    1.7,    1.2,   28.6,   58.9,   36.2,   61.8,   63.8,   38.2,  100.0,    6.8,    1.8,    1.3,   28.9,   62.2,   37.0,   65.3,   63.0,   34.7,  100.0,    0.0,    0.0,    0.0,   23.2,    0.0,   23.2,    0.0,   76.8,  100.0,     16,      5,      1,      1,      6,      4,     11,      6,     16,      5,      1,      1,      6,      4,     11,      6,      1,      0,      0,      0,      1,      0,      1,      0,    25.0,    58.9,    32.4,    61.8,    25.0,    58.9,    32.3,    60.5,    25.1,    62.2,    32.9,    65.3,    25.1,    62.2,    32.8,    64.0,    23.2,     0.0,    23.2,     0.0,    23.2,     0.0,    23.2,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,861031 ,1986-10-31,004601 ,CBT ,00 ,004 ,    18915,    730,    345,    300,   5255,  11365,   6285,  12010,  12630,   6905,    18185,    730,    345,    300,   5255,  11365,   6285,  12010,  11900,   6175,      730,      0,      0,      0,      0,      0,      0,      0,    730,    730,     4110,   -575,      0,    300,   1910,   4415,   1635,   4715,   2475,   -605,  100.0,    3.9,    1.8,    1.6,   27.8,   60.1,   33.2,   63.5,   66.8,   36.5,  100.0,    4.0,    1.9,    1.6,   28.9,   62.5,   34.6,   66.0,   65.4,   34.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     14,      2,      1,      1,      6,      6,      9,      8,     14,      2,      1,      1,      6,      6,      9,      8,      0,      0,      0,      0,      0,      0,      0,      0,    23.6,    55.7,    31.6,    63.5,    21.0,    52.6,    26.2,    56.5,    24.6,    58.0,    32.9,    66.0,    21.8,    54.7,    27.2,    58.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,861015 ,1986-10-15,004601 ,CBT ,00 ,004 ,    14805,   1305,    345,      0,   3345,   6950,   4650,   7295,  10155,   7510,    14285,   1305,    345,      0,   3345,   6950,   4650,   7295,   9635,   6990,      520,      0,      0,      0,      0,      0,      0,      0,    520,    520,     1105,    475,    345,      0,  -1895,   -170,  -1420,    175,   2525,    930,  100.0,    8.8,    2.3,    0.0,   22.6,   46.9,   31.4,   49.3,   68.6,   50.7,  100.0,    9.1,    2.4,    0.0,   23.4,   48.7,   32.6,   51.1,   67.4,   48.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     12,      3,      1,      0,      4,      5,      7,      6,     12,      3,      1,      0,      4,      5,      7,      6,      0,      0,      0,      0,      0,      0,      0,      0,    23.6,    44.4,    31.4,    49.3,    23.6,    41.4,    28.4,    46.3,    24.5,    46.0,    32.6,    51.1,    24.5,    42.9,    29.5,    48.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860930 ,1986-09-30,004601 ,CBT ,00 ,004 ,    13700,    830,      0,      0,   5240,   7120,   6070,   7120,   7630,   6580,    13570,    830,      0,      0,   5240,   7120,   6070,   7120,   7500,   6450,      130,      0,      0,      0,      0,      0,      0,      0,    130,    130,    -1785,    430,   -800,      0,   -270,   -775,    160,  -1575,  -1945,   -210,  100.0,    6.1,    0.0,    0.0,   38.2,   52.0,   44.3,   52.0,   55.7,   48.0,  100.0,    6.1,    0.0,    0.0,   38.6,   52.5,   44.7,   52.5,   55.3,   47.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     11,      2,      0,      0,      4,      6,      6,      6,     11,      2,      0,      0,      4,      6,      6,      6,      0,      0,      0,      0,      0,      0,      0,      0,    38.6,    46.6,    44.3,    52.0,    38.6,    43.8,    41.5,    49.2,    39.0,    47.0,    44.7,    52.5,    39.0,    44.2,    41.9,    49.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860915 ,1986-09-15,004601 ,CBT ,00 ,004 ,    15485,    400,    800,      0,   5510,   7895,   5910,   8695,   9575,   6790,    15420,    400,    800,      0,   5510,   7895,   5910,   8695,   9510,   6725,       65,      0,      0,      0,      0,      0,      0,      0,     65,     65,    -1340,     50,   -225,      0,  -1840,   -620,  -1790,   -845,    450,   -495,  100.0,    2.6,    5.2,    0.0,   35.6,   51.0,   38.2,   56.2,   61.8,   43.8,  100.0,    2.6,    5.2,    0.0,   35.7,   51.2,   38.3,   56.4,   61.7,   43.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     12,      1,      2,      0,      4,      6,      5,      8,     12,      1,      2,      0,      4,      6,      5,      8,      0,      0,      0,      0,      0,      0,      0,      0,    36.1,    45.9,    38.2,    56.2,    36.1,    43.8,    36.1,    54.1,    36.2,    46.1,    38.3,    56.4,    36.2,    44.0,    36.2,    54.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860829 ,1986-08-29,004601 ,CBT ,00 ,004 ,    16825,    350,   1025,      0,   7350,   8515,   7700,   9540,   9125,   7285,    16785,    350,   1025,      0,   7350,   8515,   7700,   9540,   9085,   7245,       40,      0,      0,      0,      0,      0,      0,      0,     40,     40,     -900,   -100,    260,      0,    170,  -1295,     70,  -1035,   -970,    135,  100.0,    2.1,    6.1,    0.0,   43.7,   50.6,   45.8,   56.7,   54.2,   43.3,  100.0,    2.1,    6.1,    0.0,   43.8,   50.7,   45.9,   56.8,   54.1,   43.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     11,      1,      2,      0,      5,      5,      6,      7,     11,      1,      2,      0,      5,      5,      6,      7,      0,      0,      0,      0,      0,      0,      0,      0,    41.3,    48.5,    45.8,    56.7,    35.7,    44.8,    37.8,    48.7,    41.4,    48.6,    45.9,    56.8,    35.8,    44.9,    37.9,    48.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860815 ,1986-08-15,004601 ,CBT ,00 ,004 ,    17725,    450,    765,      0,   7180,   9810,   7630,  10575,  10095,   7150,    17720,    450,    765,      0,   7180,   9810,   7630,  10575,  10090,   7145,        5,      0,      0,      0,      0,      0,      0,      0,      5,      5,     2405,   -500,    155,      0,   1115,   1120,    615,   1275,   1790,   1130,  100.0,    2.5,    4.3,    0.0,   40.5,   55.3,   43.0,   59.7,   57.0,   40.3,  100.0,    2.5,    4.3,    0.0,   40.5,   55.4,   43.1,   59.7,   56.9,   40.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     10,      1,      2,      0,      4,      4,      5,      6,     10,      1,      2,      0,      4,      4,      5,      6,      0,      0,      0,      0,      0,      0,      0,      0,    40.5,    55.3,    43.0,    59.7,    35.7,    53.2,    38.3,    54.9,    40.5,    55.4,    43.1,    59.7,    35.8,    53.2,    38.3,    54.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860731 ,1986-07-31,004601 ,CBT ,00 ,004 ,    15320,    950,    610,      0,   6065,   8690,   7015,   9300,   8305,   6020,    15320,    950,    610,      0,   6065,   8690,   7015,   9300,   8305,   6020,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      530,      0,    310,      0,   -235,    335,   -235,    645,    765,   -115,  100.0,    6.2,    4.0,    0.0,   39.6,   56.7,   45.8,   60.7,   54.2,   39.3,  100.0,    6.2,    4.0,    0.0,   39.6,   56.7,   45.8,   60.7,   54.2,   39.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     10,      2,      2,      0,      4,      3,      6,      5,     10,      2,      2,      0,      4,      3,      6,      5,      0,      0,      0,      0,      0,      0,      0,      0,    41.0,    58.7,    45.8,    60.7,    41.0,    56.6,    43.6,    58.5,    41.0,    58.7,    45.8,    60.7,    41.0,    56.6,    43.6,    58.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860715 ,1986-07-15,004601 ,CBT ,00 ,004 ,    14790,    950,    300,      0,   6300,   8355,   7250,   8655,   7540,   6135,    14790,    950,    300,      0,   6300,   8355,   7250,   8655,   7540,   6135,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      -85,      0,   -815,      0,   -475,    640,   -475,   -175,    390,     90,  100.0,    6.4,    2.0,    0.0,   42.6,   56.5,   49.0,   58.5,   51.0,   41.5,  100.0,    6.4,    2.0,    0.0,   42.6,   56.5,   49.0,   58.5,   51.0,   41.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,      9,      2,      1,      0,      4,      3,      6,      4,      9,      2,      1,      0,      4,      3,      6,      4,      0,      0,      0,      0,      0,      0,      0,      0,    43.7,    58.5,    49.0,    58.5,    43.7,    55.9,    46.5,    55.9,    43.7,    58.5,    49.0,    58.5,    43.7,    55.9,    46.5,    55.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860630 ,1986-06-30,004601 ,CBT ,00 ,004 ,    14875,    950,   1115,      0,   6775,   7715,   7725,   8830,   7150,   6045,    14875,    950,   1115,      0,   6775,   7715,   7725,   8830,   7150,   6045,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     -695,    100,    595,   -325,   1245,   -220,   1020,     50,  -1715,   -745,  100.0,    6.4,    7.5,    0.0,   45.5,   51.9,   51.9,   59.4,   48.1,   40.6,  100.0,    6.4,    7.5,    0.0,   45.5,   51.9,   51.9,   59.4,   48.1,   40.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     11,      2,      2,      0,      4,      4,      6,      6,     11,      2,      2,      0,      4,      4,      6,      6,      0,      0,      0,      0,      0,      0,      0,      0,    46.7,    53.9,    51.9,    59.4,    46.7,    51.3,    49.4,    56.8,    46.7,    53.9,    51.9,    59.4,    46.7,    51.3,    49.4,    56.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860613 ,1986-06-13,004601 ,CBT ,00 ,004 ,    15570,    850,    520,    325,   5530,   7935,   6705,   8780,   8865,   6790,    15570,    850,    520,    325,   5530,   7935,   6705,   8780,   8865,   6790,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     -895,   -100,  -1990,    -25,  -1125,    990,  -1250,  -1025,    355,    130,  100.0,    5.5,    3.3,    2.1,   35.5,   51.0,   43.1,   56.4,   56.9,   43.6,  100.0,    5.5,    3.3,    2.1,   35.5,   51.0,   43.1,   56.4,   56.9,   43.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     11,      2,      2,      1,      4,      6,      7,      8,     11,      2,      2,      1,      4,      6,      7,      8,      0,      0,      0,      0,      0,      0,      0,      0,    38.1,    46.6,    43.1,    56.4,    33.1,    41.3,    33.1,    46.4,    38.1,    46.6,    43.1,    56.4,    33.1,    41.3,    33.1,    46.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860530 ,1986-05-30,004601 ,CBT ,00 ,004 ,    16465,    950,   2510,    350,   6655,   6945,   7955,   9805,   8510,   6660,    16465,    950,   2510,    350,   6655,   6945,   7955,   9805,   8510,   6660,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    -2360,   -200,   -140,   -150,   -995,  -2000,  -1345,  -2290,  -1015,    -70,  100.0,    5.8,   15.2,    2.1,   40.4,   42.2,   48.3,   59.6,   51.7,   40.4,  100.0,    5.8,   15.2,    2.1,   40.4,   42.2,   48.3,   59.6,   51.7,   40.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     10,      2,      3,      1,      3,      4,      6,      7,     10,      2,      3,      1,      3,      4,      6,      7,      0,      0,      0,      0,      0,      0,      0,      0,    43.8,    47.7,    48.3,    59.6,    41.0,    45.2,    41.0,    52.2,    43.8,    47.7,    48.3,    59.6,    41.0,    45.2,    41.0,    52.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860515 ,1986-05-15,004601 ,CBT ,00 ,004 ,    18825,   1150,   2650,    500,   7650,   8945,   9300,  12095,   9525,   6730,    18825,   1150,   2650,    500,   7650,   8945,   9300,  12095,   9525,   6730,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     -500,   1065,   1840,  -1355,   -350,   -575,   -640,    -90,    140,   -410,  100.0,    6.1,   14.1,    2.7,   40.6,   47.5,   49.4,   64.2,   50.6,   35.8,  100.0,    6.1,   14.1,    2.7,   40.6,   47.5,   49.4,   64.2,   50.6,   35.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     10,      2,      2,      1,      4,      5,      7,      7,     10,      2,      2,      1,      4,      5,      7,      7,      0,      0,      0,      0,      0,      0,      0,      0,    42.5,    52.3,    49.4,    64.2,    37.3,    50.1,    39.5,    54.3,    42.5,    52.3,    49.4,    64.2,    37.3,    50.1,    39.5,    54.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860430 ,1986-04-30,004601 ,CBT ,00 ,004 ,    19325,     85,    810,   1855,   8000,   9520,   9940,  12185,   9385,   7140,     3315,   1940,    600,      0,    345,   2030,   2285,   2630,   1030,    685,    16010,      0,   2065,      0,   7655,   7490,   7655,   9555,   8355,   6455,    -2975,  -1350,   -120,   1035,  -1480,  -1740,  -1795,   -825,  -1180,  -2150,  100.0,    0.4,    4.2,    9.6,   41.4,   49.3,   51.4,   63.1,   48.6,   36.9,  100.0,   58.5,   18.1,    0.0,   10.4,   61.2,   68.9,   79.3,   31.1,   20.7,  100.0,    0.0,   12.9,    0.0,   47.8,   46.8,   47.8,   59.7,   52.2,   40.3,     10,      1,      3,      2,      4,      5,      6,      9,      7,      2,      2,      0,      1,      2,      3,      4,      8,      0,      2,      0,      4,      5,      4,      7,    44.7,    46.2,    51.4,    61.5,    28.2,    37.2,    28.2,    39.8,    68.9,    79.3,    68.9,    79.3,    68.9,    79.3,    68.9,    79.3,    47.8,    48.4,    47.8,    59.7,    39.6,    48.4,    39.6,    51.5,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
"OATS - CHICAGO BOARD OF TRADE" ,860415 ,1986-04-15,004601 ,CBT ,00 ,004 ,    22300,   1435,    930,    820,   9480,  11260,  11735,  13010,  10565,   9290,     8165,   2255,    930,      0,   2235,   4795,   4490,   5725,   3675,   2440,    14135,      0,    820,      0,   7245,   6465,   7245,   7285,   6890,   6850,     1460,    580,    555,   -380,   1550,    140,   1750,    315,   -290,   1145,  100.0,    6.4,    4.2,    3.7,   42.5,   50.5,   52.6,   58.3,   47.4,   41.7,  100.0,   27.6,   11.4,    0.0,   27.4,   58.7,   55.0,   70.1,   45.0,   29.9,  100.0,    0.0,    5.8,    0.0,   51.3,   45.7,   51.3,   51.5,   48.7,   48.5,     14,      4,      3,      2,      6,      6,     10,     11,     12,      4,      3,      0,      3,      3,      7,      6,      9,      0,      2,      0,      5,      5,      5,      7,    42.4,    47.3,    51.1,    54.2,    20.9,    28.9,    25.9,    31.6,    42.3,    62.8,    55.0,    70.1,    42.3,    59.0,    51.2,    66.3,    51.2,    44.2,    51.3,    51.5,    45.3,    41.0,    45.3,    45.6,"(THOUSAND BUSHELS)" ,"004601" ,"CBT" ,"004"
