"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,901015 ,1990-10-15,057642 ,CME ,00 ,057 ,    67737,   8163,   8886,   7009,  18231,  23430,  33403,  39325,  34334,  28412,    36916,  10885,   7543,    295,   7216,  12925,  18396,  20763,  18520,  16153,    30821,   2541,   6606,   1451,  11015,  10505,  15007,  18562,  15814,  12259,     1616,  -3200,   2221,    677,   1151,    207,  -1372,   3105,   2988,  -1489,  100.0,   12.1,   13.1,   10.3,   26.9,   34.6,   49.3,   58.1,   50.7,   41.9,  100.0,   29.5,   20.4,    0.8,   19.5,   35.0,   49.8,   56.2,   50.2,   43.8,  100.0,    8.2,   21.4,    4.7,   35.7,   34.1,   48.7,   60.2,   51.3,   39.8,    143,     39,     36,     28,     43,     32,     96,     89,    118,     36,     33,      3,     26,     23,     65,     58,     75,     12,     25,      7,     26,     19,     43,     48,    14.6,    20.1,    19.7,    27.4,    13.3,    19.8,    16.5,    25.7,    11.4,    22.7,    17.3,    29.2,    11.4,    22.7,    17.3,    29.2,    22.7,    23.5,    30.2,    32.7,    22.5,    21.6,    27.6,    29.8,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900928 ,1990-09-28,057642 ,CME ,00 ,057 ,    66121,  11363,   6665,   6332,  17080,  23223,  34775,  36220,  31346,  29901,    39985,  13169,   5791,    480,   7762,  14617,  21411,  20888,  18574,  19097,    26136,   2792,   5472,   1254,   9318,   8606,  13364,  15332,  12772,  10804,    -3851,  -1237,  -3890,   -804,  -1320,   1793,  -3361,  -2901,   -490,   -950,  100.0,   17.2,   10.1,    9.6,   25.8,   35.1,   52.6,   54.8,   47.4,   45.2,  100.0,   32.9,   14.5,    1.2,   19.4,   36.6,   53.5,   52.2,   46.5,   47.8,  100.0,   10.7,   20.9,    4.8,   35.7,   32.9,   51.1,   58.7,   48.9,   41.3,    137,     48,     28,     25,     39,     28,     99,     77,    121,     45,     28,      4,     28,     23,     76,     53,     66,     16,     20,      6,     19,     14,     38,     38,    14.1,    21.8,    20.7,    28.9,    13.8,    21.3,    18.5,    26.5,    11.6,    23.8,    17.3,    29.7,    11.6,    23.8,    17.3,    29.7,    25.0,    26.0,    33.1,    35.8,    25.0,    23.1,    30.8,    32.4,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900914 ,1990-09-14,057642 ,CME ,00 ,057 ,    69972,  12600,  10555,   7136,  18400,  21430,  38136,  39121,  31836,  30851,    49224,  14781,   8888,   2824,  10247,  15239,  27852,  26951,  21372,  22273,    20748,   1515,   5363,    616,   8153,   6191,  10284,  12170,  10464,   8578,     1486,   3306,  -1116,   -471,   -242,    390,   2593,  -1197,  -1107,   2683,  100.0,   18.0,   15.1,   10.2,   26.3,   30.6,   54.5,   55.9,   45.5,   44.1,  100.0,   30.0,   18.1,    5.7,   20.8,   31.0,   56.6,   54.8,   43.4,   45.2,  100.0,    7.3,   25.8,    3.0,   39.3,   29.8,   49.6,   58.7,   50.4,   41.3,    149,     50,     33,     34,     40,     34,    106,     91,    135,     50,     29,     19,     30,     29,     87,     72,     54,     11,     18,      4,     18,     12,     30,     33,    14.5,    17.4,    20.7,    24.3,    14.5,    16.8,    18.6,    23.1,    12.2,    19.3,    18.3,    26.3,    12.2,    19.3,    18.1,    26.3,    27.3,    25.0,    34.0,    35.5,    27.0,    22.2,    31.7,    31.7,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900831 ,1990-08-31,057642 ,CME ,00 ,057 ,    68486,   9294,  11671,   7607,  18642,  21040,  35543,  40318,  32943,  28168,    50409,  12456,  10695,   3136,  12215,  16674,  27807,  30505,  22602,  19904,    18077,   1189,   5327,    120,   6427,   4366,   7736,   9813,  10341,   8264,      617,  -4064,   3804,    850,    528,  -4857,  -2686,   -203,   3303,    820,  100.0,   13.6,   17.0,   11.1,   27.2,   30.7,   51.9,   58.9,   48.1,   41.1,  100.0,   24.7,   21.2,    6.2,   24.2,   33.1,   55.2,   60.5,   44.8,   39.5,  100.0,    6.6,   29.5,    0.7,   35.6,   24.2,   42.8,   54.3,   57.2,   45.7,    152,     44,     41,     33,     38,     34,     97,     99,    140,     45,     35,     18,     31,     31,     81,     81,     49,      8,     21,      1,     13,     10,     22,     31,    16.9,    18.7,    21.9,    25.2,    15.2,    18.5,    19.1,    24.6,    14.9,    21.3,    20.4,    28.2,    14.8,    21.3,    20.0,    28.2,    26.8,    20.5,    32.5,    30.9,    26.0,    19.7,    31.2,    28.5,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900815 ,1990-08-15,057642 ,CME ,00 ,057 ,    67869,  13358,   7867,   6757,  18114,  25897,  38229,  40521,  29640,  27348,    53352,  14106,   6507,   3464,  12467,  22338,  30037,  32309,  23315,  21043,    14517,   2168,   4276,    377,   5647,   3559,   8192,   8212,   6325,   6305,    -2579,  -3953,    496,    575,   -879,   -814,  -4257,    257,   1678,  -2836,  100.0,   19.7,   11.6,   10.0,   26.7,   38.2,   56.3,   59.7,   43.7,   40.3,  100.0,   26.4,   12.2,    6.5,   23.4,   41.9,   56.3,   60.6,   43.7,   39.4,  100.0,   14.9,   29.5,    2.6,   38.9,   24.5,   56.4,   56.6,   43.6,   43.4,    146,     52,     29,     30,     30,     35,     96,     89,    134,     52,     23,     20,     28,     30,     85,     73,     41,      9,     15,      2,      8,     11,     18,     27,    18.3,    19.5,    26.0,    27.5,    17.4,    19.5,    24.1,    27.5,    15.9,    22.4,    23.4,    31.3,    15.9,    22.4,    23.4,    31.3,    35.6,    21.2,    44.6,    32.3,    33.4,    18.7,    41.0,    27.4,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900731 ,1990-07-31,057642 ,CME ,00 ,057 ,    70448,  17311,   7371,   6182,  18993,  26711,  42486,  40264,  27962,  30184,    58397,  17532,   6471,   3824,  13843,  23808,  35199,  34103,  23198,  24294,    12051,   1880,   3001,    257,   5150,   2903,   7287,   6161,   4764,   5890,    -1479,    370,  -2776,    931,     36,   1316,   1337,   -529,  -2816,   -950,  100.0,   24.6,   10.5,    8.8,   27.0,   37.9,   60.3,   57.2,   39.7,   42.8,  100.0,   30.0,   11.1,    6.5,   23.7,   40.8,   60.3,   58.4,   39.7,   41.6,  100.0,   15.6,   24.9,    2.1,   42.7,   24.1,   60.5,   51.1,   39.5,   48.9,    150,     60,     29,     32,     29,     39,     98,     96,    142,     56,     27,     22,     28,     35,     91,     81,     34,      8,     10,      2,      8,     10,     17,     21,    17.2,    17.3,    25.6,    24.9,    17.0,    17.3,    24.6,    24.7,    14.3,    19.5,    22.7,    27.9,    14.3,    19.5,    22.7,    27.5,    40.6,    25.0,    50.2,    35.1,    37.9,    20.8,    45.8,    29.8,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900713 ,1990-07-13,057642 ,CME ,00 ,057 ,    71927,  16941,  10147,   5251,  18957,  25395,  41149,  40793,  30778,  31134,    62865,  17839,   9506,   3610,  14620,  23205,  36069,  36321,  26796,  26544,     9062,    556,   2095,    187,   4337,   2190,   5080,   4472,   3982,   4590,     1423,   4683,   -907,    139,   -556,    817,   4266,     49,  -2843,   1374,  100.0,   23.6,   14.1,    7.3,   26.4,   35.3,   57.2,   56.7,   42.8,   43.3,  100.0,   28.4,   15.1,    5.7,   23.3,   36.9,   57.4,   57.8,   42.6,   42.2,  100.0,    6.1,   23.1,    2.1,   47.9,   24.2,   56.1,   49.3,   43.9,   50.7,    149,     58,     32,     30,     25,     40,     93,     95,    143,     58,     28,     24,     24,     36,     88,     84,     25,      4,      8,      1,      6,      9,     10,     18,    17.9,    18.9,    25.2,    26.6,    17.7,    18.9,    24.2,    26.6,    16.1,    21.1,    23.0,    29.0,    16.1,    21.1,    23.0,    29.0,    45.2,    24.6,    53.7,    35.7,    40.1,    20.3,    45.4,    29.0,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900629 ,1990-06-29,057642 ,CME ,00 ,057 ,    70504,  12258,  11054,   5112,  19513,  24578,  36883,  40744,  33621,  29760,    62801,  13574,  10733,   3572,  15930,  22782,  33076,  37087,  29725,  25714,     7703,    224,   1861,      0,   3583,   1796,   3807,   3657,   3896,   4046,    -4477,  -4742,   1851,   1093,  -2063,  -5435,  -5712,  -2491,   1235,  -1986,  100.0,   17.4,   15.7,    7.3,   27.7,   34.9,   52.3,   57.8,   47.7,   42.2,  100.0,   21.6,   17.1,    5.7,   25.4,   36.3,   52.7,   59.1,   47.3,   40.9,  100.0,    2.9,   24.2,    0.0,   46.5,   23.3,   49.4,   47.5,   50.6,   52.5,    144,     47,     36,     31,     29,     34,     86,     95,    142,     48,     34,     25,     28,     32,     84,     87,     19,      1,      7,      0,      6,      6,      7,     13,    17.9,    17.0,    23.7,    26.2,    17.3,    16.9,    22.5,    25.7,    16.7,    18.5,    22.0,    28.4,    16.7,    18.5,    21.9,    27.8,    43.3,    26.2,    49.4,    39.3,    38.6,    21.1,    41.8,    31.9,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900615 ,1990-06-15,057642 ,CME ,00 ,057 ,    74981,  17000,   9203,   4019,  21576,  30013,  42595,  43235,  32386,  31746,    68330,  17828,   8896,   2697,  18064,  28339,  38589,  39932,  29741,  28398,     6651,    494,   1629,      0,   3512,   1674,   4006,   3303,   2645,   3348,    -6922,  -3085,   -474,    156,   2700,  -7447,   -229,  -7765,  -6693,    843,  100.0,   22.7,   12.3,    5.4,   28.8,   40.0,   56.8,   57.7,   43.2,   42.3,  100.0,   26.1,   13.0,    3.9,   26.4,   41.5,   56.5,   58.4,   43.5,   41.6,  100.0,    7.4,   24.5,    0.0,   52.8,   25.2,   60.2,   49.7,   39.8,   50.3,    144,     56,     22,     21,     32,     45,     94,     84,    142,     56,     20,     15,     32,     43,     92,     76,     21,      2,      7,      0,      5,      8,      7,     15,    17.4,    16.5,    24.6,    27.2,    17.1,    16.4,    23.2,    27.1,    16.1,    17.6,    22.5,    28.8,    15.7,    17.5,    22.2,    28.7,    51.9,    23.0,    60.2,    36.8,    45.3,    20.5,    53.6,    32.4,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900531 ,1990-05-31,057642 ,CME ,00 ,057 ,    81903,  20085,   9677,   3863,  18876,  37460,  42824,  51000,  39079,  30903,    77352,  19927,   9295,   3363,  17042,  36762,  40332,  49420,  37020,  27932,     4551,    658,    882,      0,   1834,    698,   2492,   1580,   2059,   2971,    -4212,   2378,   -932,   -166,   -532,   2526,   1680,   1428,  -5892,  -5640,  100.0,   24.5,   11.8,    4.7,   23.0,   45.7,   52.3,   62.3,   47.7,   37.7,  100.0,   25.8,   12.0,    4.3,   22.0,   47.5,   52.1,   63.9,   47.9,   36.1,  100.0,   14.5,   19.4,    0.0,   40.3,   15.3,   54.8,   34.7,   45.2,   65.3,    161,     59,     30,     20,     36,     47,    106,     91,    160,     58,     30,     19,     36,     46,    104,     90,     12,      3,      2,      0,      3,      4,      6,      6,    13.8,    19.9,    21.5,    29.8,    13.8,    19.8,    20.8,    29.3,    12.6,    20.7,    20.2,    31.1,    12.4,    20.5,    19.8,    30.6,    48.4,    29.6,    54.8,    34.7,    48.4,    29.6,    54.8,    34.7,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900515 ,1990-05-15,057642 ,CME ,00 ,057 ,    86115,  17707,  10609,   4029,  19408,  34934,  41144,  49572,  44971,  36543,    82761,  17441,  10251,   3852,  17837,  34532,  39130,  48635,  43631,  34126,     3354,    443,    535,      0,   1571,    402,   2014,    937,   1340,   2417,     1422,   3184,   -723,    244,   1965,   1835,   5393,   1356,  -3971,     66,  100.0,   20.6,   12.3,    4.7,   22.5,   40.6,   47.8,   57.6,   52.2,   42.4,  100.0,   21.1,   12.4,    4.7,   21.6,   41.7,   47.3,   58.8,   52.7,   41.2,  100.0,   13.2,   16.0,    0.0,   46.8,   12.0,   60.0,   27.9,   40.0,   72.1,    157,     53,     30,     21,     36,     49,    101,     92,    157,     53,     30,     20,     36,     49,    100,     92,      8,      2,      1,      0,      3,      2,      5,      3,    12.1,    18.3,    17.2,    26.5,    12.1,    17.7,    17.2,    25.5,    10.8,    18.7,    15.9,    27.2,    10.8,    18.1,    15.8,    26.2,    56.6,    27.9,    60.0,    27.9,    56.6,    27.9,    60.0,    27.9,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900430 ,1990-04-30,057642 ,CME ,00 ,057 ,    84693,  14523,  11332,   3785,  17443,  33099,  35751,  48216,  48942,  36477,    82163,  14453,  10835,   3708,  16418,  32558,  34579,  47101,  47584,  35062,     2530,    147,    574,      0,   1025,    541,   1172,   1115,   1358,   1415,   -15005, -10582,    434,    923,  -1333,  -4847, -10992,  -3490,  -4013, -11515,  100.0,   17.1,   13.4,    4.5,   20.6,   39.1,   42.2,   56.9,   57.8,   43.1,  100.0,   17.6,   13.2,    4.5,   20.0,   39.6,   42.1,   57.3,   57.9,   42.7,  100.0,    5.8,   22.7,    0.0,   40.5,   21.4,   46.3,   44.1,   53.7,   55.9,    152,     52,     33,     22,     33,     43,     98,     91,    151,     52,     32,     22,     32,     43,     96,     91,      9,      1,      2,      0,      3,      3,      4,      5,    11.1,    18.3,    15.8,    26.6,    11.1,    17.6,    15.7,    25.4,    10.4,    18.4,    15.2,    26.9,    10.3,    17.6,    15.1,    25.7,    46.3,    40.0,    46.3,    44.1,    46.3,    40.0,    46.3,    44.1,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900412 ,1990-04-12,057642 ,CME ,00 ,057 ,    99698,  25105,  10898,   2862,  18776,  37946,  46743,  51706,  52955,  47992,    98233,  25001,  10798,   2862,  17978,  37679,  45841,  51339,  52392,  46894,     1465,    104,    100,      0,    798,    267,    902,    367,    563,   1098,    -1859,   -292,   2049,  -2020,    447,   -588,  -1865,   -559,      6,  -1300,  100.0,   25.2,   10.9,    2.9,   18.8,   38.1,   46.9,   51.9,   53.1,   48.1,  100.0,   25.5,   11.0,    2.9,   18.3,   38.4,   46.7,   52.3,   53.3,   47.7,  100.0,    7.1,    6.8,    0.0,   54.5,   18.2,   61.6,   25.1,   38.4,   74.9,    177,     78,     28,     17,     32,     49,    115,     91,    176,     77,     28,     17,     31,     49,    113,     91,      7,      1,      1,      0,      3,      2,      4,      3,    11.1,    19.0,    16.1,    26.5,    11.1,    18.3,    16.1,    25.4,    10.5,    19.0,    15.7,    26.6,    10.5,    18.3,    15.7,    25.5,    61.6,    25.1,    61.6,    25.1,    61.6,    25.1,    61.6,    25.1,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900330 ,1990-03-30,057642 ,CME ,00 ,057 ,   101557,  25397,   8849,   4882,  18329,  38534,  48608,  52265,  52949,  49292,   100611,  25397,   8849,   4882,  17946,  38534,  48225,  52265,  52386,  48346,      946,      0,      0,      0,    383,      0,    383,      0,    563,    946,    -6588,   -905,  -1898,    818,  -2050,   -299,  -2137,  -1379,  -4451,  -5209,  100.0,   25.0,    8.7,    4.8,   18.0,   37.9,   47.9,   51.5,   52.1,   48.5,  100.0,   25.2,    8.8,    4.9,   17.8,   38.3,   47.9,   51.9,   52.1,   48.1,  100.0,    0.0,    0.0,    0.0,   40.5,    0.0,   40.5,    0.0,   59.5,  100.0,    185,     77,     24,     27,     44,     48,    133,     92,    185,     77,     24,     27,     44,     48,    133,     92,      2,      0,      0,      0,      2,      0,      2,      0,     9.3,    20.5,    14.9,    27.1,     9.2,    19.7,    14.5,    26.3,     9.1,    20.7,    14.7,    27.3,     8.9,    19.9,    14.2,    26.5,    40.5,     0.0,    40.5,     0.0,    40.5,     0.0,    40.5,     0.0,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900315 ,1990-03-15,057642 ,CME ,00 ,057 ,   108145,  26302,  10747,   4064,  20379,  38833,  50745,  53644,  57400,  54501,   107447,  26450,  10747,   3916,  20033,  38833,  50399,  53496,  57048,  53951,      698,      0,    148,      0,    346,      0,    346,    148,    352,    550,     9200,   7711,  -1120,  -1452,   3548,   4376,   9807,   1804,   -607,   7396,  100.0,   24.3,    9.9,    3.8,   18.8,   35.9,   46.9,   49.6,   53.1,   50.4,  100.0,   24.6,   10.0,    3.6,   18.6,   36.1,   46.9,   49.8,   53.1,   50.2,  100.0,    0.0,   21.2,    0.0,   49.6,    0.0,   49.6,   21.2,   50.4,   78.8,    170,     75,     27,     21,     36,     42,    120,     84,    170,     75,     27,     20,     36,     42,    120,     83,      3,      0,      1,      0,      2,      0,      2,      1,     9.3,    19.5,    15.4,    26.1,     9.2,    18.9,    14.3,    25.5,     9.1,    19.6,    15.2,    26.2,     8.9,    19.0,    14.1,    25.6,    49.6,    21.2,    49.6,    21.2,    49.6,    21.2,    49.6,    21.2,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900228 ,1990-02-28,057642 ,CME ,00 ,057 ,    98945,  18591,  11867,   5516,  16831,  34457,  40938,  51840,  58007,  47105,    98782,  18591,  11867,   5516,  16831,  34457,  40938,  51840,  57844,  46942,      163,      0,      0,      0,      0,      0,      0,      0,    163,    163,   -13318,  -5800,   2157,  -4397,   2445,  -1431,  -7752,  -3671,  -5566,  -9647,  100.0,   18.8,   12.0,    5.6,   17.0,   34.8,   41.4,   52.4,   58.6,   47.6,  100.0,   18.8,   12.0,    5.6,   17.0,   34.9,   41.4,   52.5,   58.6,   47.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    172,     60,     38,     26,     39,     44,    105,    105,    172,     60,     38,     26,     39,     44,    105,    105,      0,      0,      0,      0,      0,      0,      0,      0,     6.8,    19.5,    11.9,    25.2,     6.4,    18.5,    10.6,    24.2,     6.8,    19.6,    11.9,    25.2,     6.4,    18.5,    10.6,    24.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900215 ,1990-02-15,057642 ,CME ,00 ,057 ,   112263,  24391,   9710,   9913,  14386,  35888,  48690,  55511,  63573,  56752,   112190,  24391,   9710,   9913,  14386,  35888,  48690,  55511,  63500,  56679,       73,      0,      0,      0,      0,      0,      0,      0,     73,     73,     3688,     31,    303,  -1308,   -575,   1828,  -1852,    823,   5540,   2865,  100.0,   21.7,    8.6,    8.8,   12.8,   32.0,   43.4,   49.4,   56.6,   50.6,  100.0,   21.7,    8.7,    8.8,   12.8,   32.0,   43.4,   49.5,   56.6,   50.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    178,     74,     34,     38,     30,     48,    118,    112,    178,     74,     34,     38,     30,     48,    118,    112,      0,      0,      0,      0,      0,      0,      0,      0,     6.1,    18.4,    11.0,    24.3,     5.8,    17.6,     9.9,    22.7,     6.1,    18.4,    11.0,    24.3,     5.8,    17.6,     9.9,    22.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900131 ,1990-01-31,057642 ,CME ,00 ,057 ,   108575,  24360,   9407,  11221,  14961,  34060,  50542,  54688,  58033,  53887,   108575,  24360,   9407,  11221,  14961,  34060,  50542,  54688,  58033,  53887,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    13461,    179,    137,   1278,    577,  -2986,   2034,  -1571,  11427,  15032,  100.0,   22.4,    8.7,   10.3,   13.8,   31.4,   46.6,   50.4,   53.4,   49.6,  100.0,   22.4,    8.7,   10.3,   13.8,   31.4,   46.6,   50.4,   53.4,   49.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    184,     75,     37,     42,     33,     49,    124,    118,    184,     75,     37,     42,     33,     49,    124,    118,      0,      0,      0,      0,      0,      0,      0,      0,     6.7,    17.3,    12.0,    22.6,     6.4,    16.7,    10.9,    21.5,     6.7,    17.3,    12.0,    22.6,     6.4,    16.7,    10.9,    21.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE" ,900115 ,1990-01-15,057642 ,CME ,00 ,057 ,    95114,  24181,   9270,   9943,  14384,  37046,  48508,  56259,  46606,  38855,    95114,  24181,   9270,   9943,  14384,  37046,  48508,  56259,  46606,  38855,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    18789,   3013,    718,   3713,   2136,   7097,   8862,  11528,   9927,   7261,  100.0,   25.4,    9.7,   10.5,   15.1,   38.9,   51.0,   59.1,   49.0,   40.9,  100.0,   25.4,    9.7,   10.5,   15.1,   38.9,   51.0,   59.1,   49.0,   40.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    180,     76,     27,     37,     38,     48,    123,    110,    180,     76,     27,     37,     38,     48,    123,    110,      0,      0,      0,      0,      0,      0,      0,      0,     7.5,    22.0,    12.7,    28.8,     7.1,    21.4,    11.6,    27.9,     7.5,    22.0,    12.7,    28.8,     7.1,    21.4,    11.6,    27.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 40,000 POUNDS)" ,"057642" ,"CME" ,"057"
