"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900713 ,1990-07-13,040701 ,NYCE ,01 ,040 ,     9854,    935,   3212,      0,   6358,   2728,   7293,   5940,   2561,   3914,     8943,    892,   3075,      0,   5989,   2339,   6881,   5414,   2062,   3529,      911,     43,    137,      0,    369,    389,    412,    526,    499,    385,     -485,    275,   -304,   -137,   -666,     54,   -528,   -387,     43,    -98,  100.0,    9.5,   32.6,    0.0,   64.5,   27.7,   74.0,   60.3,   26.0,   39.7,  100.0,   10.0,   34.4,    0.0,   67.0,   26.2,   76.9,   60.5,   23.1,   39.5,  100.0,    4.7,   15.0,    0.0,   40.5,   42.7,   45.2,   57.7,   54.8,   42.3,     76,     12,     27,      0,     33,     11,     44,     38,     71,     11,     26,      0,     31,     10,     41,     36,     12,      1,      2,      0,      7,      2,      8,      4,    27.9,    31.9,    42.3,    43.6,    27.4,    30.8,    40.9,    41.1,    30.2,    31.2,    45.2,    43.8,    30.2,    29.9,    43.3,    41.5,    32.2,    57.7,    45.2,    57.7,    32.2,    57.7,    45.2,    57.7,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900629 ,1990-06-29,040701 ,NYCE ,01 ,040 ,    10339,    660,   3516,    137,   7024,   2674,   7821,   6327,   2518,   4012,     9487,    622,   3380,    137,   6708,   2293,   7467,   5810,   2020,   3677,      852,     38,    136,      0,    316,    381,    354,    517,    498,    335,      131,   -399,    912,      6,    704,    568,    311,   1486,   -180,  -1355,  100.0,    6.4,   34.0,    1.3,   67.9,   25.9,   75.6,   61.2,   24.4,   38.8,  100.0,    6.6,   35.6,    1.4,   70.7,   24.2,   78.7,   61.2,   21.3,   38.8,  100.0,    4.5,   16.0,    0.0,   37.1,   44.7,   41.5,   60.7,   58.5,   39.3,     74,     10,     26,      3,     31,     15,     43,     43,     70,      9,     25,      3,     30,     14,     41,     41,     10,      1,      2,      0,      5,      2,      6,      4,    24.7,    29.3,    40.2,    42.9,    24.7,    28.2,    39.3,    39.6,    26.9,    28.2,    42.5,    41.9,    26.9,    27.1,    41.5,    38.9,    35.0,    60.7,    41.5,    60.7,    35.0,    60.7,    41.5,    60.7,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900615 ,1990-06-15,040701 ,NYCE ,01 ,040 ,    10208,   1059,   2604,    131,   6320,   2106,   7510,   4841,   2698,   5367,     9524,   1099,   2579,     91,   5987,   1758,   7177,   4428,   2347,   5096,      684,      0,     65,      0,    333,    348,    333,    413,    351,    271,      141,   -834,    207,    -16,   1247,     65,    397,    256,   -256,   -115,  100.0,   10.4,   25.5,    1.3,   61.9,   20.6,   73.6,   47.4,   26.4,   52.6,  100.0,   11.5,   27.1,    1.0,   62.9,   18.5,   75.4,   46.5,   24.6,   53.5,  100.0,    0.0,    9.5,    0.0,   48.7,   50.9,   48.7,   60.4,   51.3,   39.6,     74,     10,     29,      3,     29,      8,     41,     40,     72,     11,     28,      2,     28,      8,     40,     38,      9,      0,      2,      0,      5,      2,      5,      4,    29.0,    26.2,    43.5,    32.9,    29.0,    22.2,    43.0,    28.7,    29.8,    25.4,    44.8,    32.6,    29.8,    21.8,    44.8,    28.6,    44.9,    60.4,    48.7,    60.4,    44.9,    60.4,    48.7,    60.4,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900531 ,1990-05-31,040701 ,NYCE ,01 ,040 ,    10067,   1893,   2397,    147,   5073,   2041,   7113,   4585,   2954,   5482,     9466,   1931,   2372,    109,   4756,   1709,   6796,   4190,   2670,   5276,      601,      0,     63,      0,    317,    332,    317,    395,    284,    206,      -33,   1372,    318,   -169,  -1529,   -182,   -326,    -33,    293,      0,  100.0,   18.8,   23.8,    1.5,   50.4,   20.3,   70.7,   45.5,   29.3,   54.5,  100.0,   20.4,   25.1,    1.2,   50.2,   18.1,   71.8,   44.3,   28.2,   55.7,  100.0,    0.0,   10.5,    0.0,   52.7,   55.2,   52.7,   65.7,   47.3,   34.3,     78,     19,     31,      4,     22,      7,     44,     40,     76,     20,     30,      3,     21,      7,     43,     38,      9,      0,      2,      0,      5,      2,      5,      4,    24.4,    24.9,    37.5,    31.2,    24.4,    22.4,    37.5,    28.7,    24.6,    23.9,    38.6,    30.4,    24.6,    21.8,    38.6,    28.2,    48.4,    65.7,    52.7,    65.7,    48.4,    65.7,    52.7,    65.7,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900515 ,1990-05-15,040701 ,NYCE ,01 ,040 ,    10100,    521,   2079,    316,   6602,   2223,   7439,   4618,   2661,   5482,     9541,    585,   2053,    252,   6288,   1909,   7125,   4214,   2416,   5327,      559,      0,     90,      0,    314,    314,    314,    404,    245,    155,    -1208,    102,   -287,     87,  -1242,     91,  -1053,   -109,   -155,  -1099,  100.0,    5.2,   20.6,    3.1,   65.4,   22.0,   73.7,   45.7,   26.3,   54.3,  100.0,    6.1,   21.5,    2.6,   65.9,   20.0,   74.7,   44.2,   25.3,   55.8,  100.0,    0.0,   16.1,    0.0,   56.2,   56.2,   56.2,   72.3,   43.8,   27.7,     75,     12,     27,      7,     28,     12,     43,     44,     73,     14,     25,      6,     27,     12,     42,     42,     10,      0,      3,      0,      5,      2,      5,      5,    25.4,    21.0,    39.6,    27.5,    24.9,    17.5,    38.3,    23.9,    25.6,    19.7,    40.6,    26.4,    25.0,    16.5,    39.2,    23.3,    50.1,    67.8,    56.2,    72.3,    50.1,    67.8,    56.2,    72.3,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900430 ,1990-04-30,040701 ,NYCE ,01 ,040 ,    11308,    419,   2366,    229,   7844,   2132,   8492,   4727,   2816,   6581,    10753,    485,   2341,    163,   7530,   1821,   8178,   4325,   2575,   6428,      555,      0,     91,      0,    314,    311,    314,    402,    241,    153,     -817,   -666,   -175,     77,    406,     97,   -183,     -1,   -634,   -816,  100.0,    3.7,   20.9,    2.0,   69.4,   18.9,   75.1,   41.8,   24.9,   58.2,  100.0,    4.5,   21.8,    1.5,   70.0,   16.9,   76.1,   40.2,   23.9,   59.8,  100.0,    0.0,   16.4,    0.0,   56.6,   56.0,   56.6,   72.4,   43.4,   27.6,     79,     12,     26,      4,     34,      9,     49,     39,     76,     14,     25,      3,     32,      9,     47,     37,     10,      0,      3,      0,      5,      2,      5,      5,    27.6,    18.9,    41.7,    26.3,    23.3,    15.4,    36.5,    21.5,    27.4,    17.6,    42.2,    25.4,    23.3,    13.9,    37.3,    20.3,    50.3,    67.9,    56.6,    72.4,    50.3,    67.9,    56.6,    72.4,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900412 ,1990-04-12,040701 ,NYCE ,01 ,040 ,    12125,   1085,   2541,    152,   7438,   2035,   8675,   4728,   3450,   7397,    11665,   1120,   2516,    117,   7220,   1811,   8457,   4444,   3208,   7221,      460,      0,     60,      0,    218,    224,    218,    284,    242,    176,       27,    170,   -271,    -19,    -80,    372,     71,     82,    -44,    -55,  100.0,    8.9,   21.0,    1.3,   61.3,   16.8,   71.5,   39.0,   28.5,   61.0,  100.0,    9.6,   21.6,    1.0,   61.9,   15.5,   72.5,   38.1,   27.5,   61.9,  100.0,    0.0,   13.0,    0.0,   47.4,   48.7,   47.4,   61.7,   52.6,   38.3,     75,     10,     31,      5,     28,     10,     43,     42,     74,     11,     30,      4,     28,     10,     43,     40,      7,      0,      2,      0,      4,      1,      4,      3,    23.9,    15.8,    37.3,    23.9,    19.6,    10.9,    32.6,    17.6,    23.5,    14.5,    37.5,    22.9,    19.6,    11.3,    33.1,    17.2,    47.4,    61.7,    47.4,    61.7,    47.4,    61.7,    47.4,    61.7,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900330 ,1990-03-30,040701 ,NYCE ,01 ,040 ,    12098,    915,   2812,    171,   7518,   1663,   8604,   4646,   3494,   7452,    11772,    920,   2787,    131,   7439,   1573,   8490,   4491,   3282,   7281,      326,     35,     65,      0,     79,     90,    114,    155,    212,    171,      163,    245,     91,     84,   -643,    -58,   -314,    117,    477,     46,  100.0,    7.6,   23.2,    1.4,   62.1,   13.7,   71.1,   38.4,   28.9,   61.6,  100.0,    7.8,   23.7,    1.1,   63.2,   13.4,   72.1,   38.1,   27.9,   61.9,  100.0,   10.7,   19.9,    0.0,   24.2,   27.6,   35.0,   47.5,   65.0,   52.5,     87,     14,     35,      5,     30,     12,     47,     51,     85,     14,     34,      4,     30,     12,     46,     49,      6,      1,      2,      0,      2,      1,      3,      3,    23.2,    12.8,    37.4,    19.7,    20.1,    10.5,    33.2,    15.6,    23.4,    13.1,    38.0,    19.5,    20.7,    10.8,    34.1,    16.0,    35.0,    47.5,    35.0,    47.5,    35.0,    47.5,    35.0,    47.5,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900315 ,1990-03-15,040701 ,NYCE ,01 ,040 ,    11935,    670,   2721,     87,   8161,   1721,   8918,   4529,   3017,   7406,    11633,    615,   2696,     87,   8086,   1604,   8788,   4387,   2845,   7246,      302,     55,     25,      0,     75,    117,    130,    142,    172,    160,      890,    195,    253,     14,    593,   -109,    802,    158,     88,    732,  100.0,    5.6,   22.8,    0.7,   68.4,   14.4,   74.7,   37.9,   25.3,   62.1,  100.0,    5.3,   23.2,    0.7,   69.5,   13.8,   75.5,   37.7,   24.5,   62.3,  100.0,   18.2,    8.3,    0.0,   24.8,   38.7,   43.0,   47.0,   57.0,   53.0,     87,     15,     34,      3,     29,     13,     46,     48,     84,     14,     33,      3,     29,     12,     45,     46,      5,      1,      1,      0,      1,      2,      2,      3,    27.2,    13.0,    42.4,    18.9,    22.7,     9.2,    37.4,    14.5,    27.2,    13.4,    42.8,    19.4,    23.3,     9.4,    38.3,    14.8,    43.0,    47.0,    43.0,    47.0,    43.0,    47.0,    43.0,    47.0,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900228 ,1990-02-28,040701 ,NYCE ,01 ,040 ,    11045,    475,   2468,     73,   7568,   1830,   8116,   4371,   2929,   6674,    10771,    440,   2417,     73,   7493,   1725,   8006,   4215,   2765,   6556,      274,     35,     51,      0,     75,    105,    110,    156,    164,    118,     -175,   -695,    488,   -123,    896,   -131,     78,    234,   -253,   -409,  100.0,    4.3,   22.3,    0.7,   68.5,   16.6,   73.5,   39.6,   26.5,   60.4,  100.0,    4.1,   22.4,    0.7,   69.6,   16.0,   74.3,   39.1,   25.7,   60.9,  100.0,   12.8,   18.6,    0.0,   27.4,   38.3,   40.1,   56.9,   59.9,   43.1,     78,      9,     35,      2,     26,     11,     37,     46,     74,      8,     33,      2,     26,      9,     36,     42,      6,      1,      2,      0,      1,      2,      2,      4,    27.6,    16.1,    44.1,    21.2,    22.4,    11.6,    38.5,    16.1,    27.6,    16.5,    44.5,    21.7,    23.0,    11.9,    39.5,    16.5,    40.1,    56.9,    40.1,    56.9,    40.1,    56.9,    40.1,    56.9,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900215 ,1990-02-15,040701 ,NYCE ,01 ,040 ,    11220,   1170,   1980,    196,   6672,   1961,   8038,   4137,   3182,   7083,    11022,   1170,   1955,    196,   6597,   1885,   7963,   4036,   3059,   6986,      198,      0,     25,      0,     75,     76,     75,    101,    123,     97,      811,   -168,   -698,    114,    773,     63,    719,   -521,     92,   1332,  100.0,   10.4,   17.6,    1.7,   59.5,   17.5,   71.6,   36.9,   28.4,   63.1,  100.0,   10.6,   17.7,    1.8,   59.9,   17.1,   72.2,   36.6,   27.8,   63.4,  100.0,    0.0,   12.6,    0.0,   37.9,   38.4,   37.9,   51.0,   62.1,   49.0,     67,      7,     27,      4,     26,      9,     34,     39,     65,      7,     26,      4,     26,      8,     34,     37,      3,      0,      1,      0,      1,      1,      1,      2,    28.3,    16.8,    43.4,    22.6,    22.7,    12.4,    37.0,    17.4,    28.1,    17.1,    43.5,    23.0,    23.1,    12.7,    37.1,    17.7,    37.9,    51.0,    37.9,    51.0,    37.9,    51.0,    37.9,    51.0,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900131 ,1990-01-31,040701 ,NYCE ,01 ,040 ,    10409,   1338,   2678,     82,   5899,   1898,   7319,   4658,   3090,   5751,    10215,   1338,   2653,     82,   5824,   1822,   7244,   4557,   2971,   5658,      194,      0,     25,      0,     75,     76,     75,    101,    119,     93,     1101,   -137,    752,   -190,   1823,  -1337,   1496,   -775,   -395,   1876,  100.0,   12.9,   25.7,    0.8,   56.7,   18.2,   70.3,   44.7,   29.7,   55.3,  100.0,   13.1,   26.0,    0.8,   57.0,   17.8,   70.9,   44.6,   29.1,   55.4,  100.0,    0.0,   12.9,    0.0,   38.7,   39.2,   38.7,   52.1,   61.3,   47.9,     73,     13,     28,      4,     25,     11,     41,     41,     71,     13,     27,      4,     25,     10,     41,     39,      3,      0,      1,      0,      1,      1,      1,      2,    28.8,    19.1,    43.7,    27.2,    22.6,    16.0,    37.2,    22.0,    28.6,    19.4,    43.8,    27.7,    22.6,    16.3,    37.1,    22.4,    38.7,    52.1,    38.7,    52.1,    38.7,    52.1,    38.7,    52.1,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"FRZN CONCENTRATED ORANGE JUICE - CITRUS ASSOC. OF N Y COTTON EXCH INC" ,900115 ,1990-01-15,040701 ,NYCE ,01 ,040 ,     9308,   1475,   1926,    272,   4076,   3235,   5823,   5433,   3485,   3875,     9150,   1475,   1901,    272,   4001,   3235,   5748,   5408,   3402,   3742,      158,      0,     25,      0,     75,      0,     75,     25,     83,    133,     -388,   -902,   1634,   -300,   1803,  -3388,    601,  -2054,   -989,   1666,  100.0,   15.8,   20.7,    2.9,   43.8,   34.8,   62.6,   58.4,   37.4,   41.6,  100.0,   16.1,   20.8,    3.0,   43.7,   35.4,   62.8,   59.1,   37.2,   40.9,  100.0,    0.0,   15.8,    0.0,   47.5,    0.0,   47.5,   15.8,   52.5,   84.2,     72,     18,     17,      6,     21,     18,     42,     39,     71,     18,     16,      6,     21,     18,     42,     38,      2,      0,      1,      0,      1,      0,      1,      1,    24.9,    25.1,    35.4,    37.5,    21.9,    23.2,    30.4,    33.1,    25.4,    25.6,    36.1,    38.1,    22.3,    23.6,    31.0,    33.7,    47.5,    15.8,    47.5,    15.8,    47.5,    15.8,    47.5,    15.8,"(CONTRACTS OF 15,000 POUNDS)" ,"040701" ,"NYCE" ,"040"
"U.S. TREASURY BILLS (90 DAYS) - INTERNATIONAL MONETARY MARKET" ,901231 ,1990-12-31,041741 ,CME ,00 ,041 ,    51536,  12383,   3577,      0,  26469,  42146,  38852,  45723,  12684,   5813,    51523,  12383,   3577,      0,  26469,  42146,  38852,  45723,  12671,   5800,       13,      0,      0,      0,      0,      0,      0,      0,     13,     13,     2157,    -58,    140,      0,   3977,   2882,   3919,   3022,  -1762,   -865,  100.0,   24.0,    6.9,    0.0,   51.4,   81.8,   75.4,   88.7,   24.6,   11.3,  100.0,   24.0,    6.9,    0.0,   51.4,   81.8,   75.4,   88.7,   24.6,   11.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    118,     26,      9,      0,     43,     58,     69,     67,    118,     26,      9,      0,     43,     58,     69,     67,      0,      0,      0,      0,      0,      0,      0,      0,    22.5,    35.3,    35.8,    48.0,    21.6,    30.8,    33.9,    43.5,    22.5,    35.3,    35.8,    48.0,    21.7,    30.8,    33.9,    43.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $1,000,000 FACE VALUE)" ,"041741" ,"CME" ,"041"
"U.S. TREASURY BILLS (90 DAYS) - INTERNATIONAL MONETARY MARKET" ,901214 ,1990-12-14,041741 ,CME ,00 ,041 ,    49379,  12441,   3437,      0,  22492,  39264,  34933,  42701,  14446,   6678,    49377,  12441,   3437,      0,  22492,  39264,  34933,  42701,  14444,   6676,        2,      0,      0,      0,      0,      0,      0,      0,      2,      2,     -378,   2051,  -1590,    -23,  -4871,   3095,  -2843,   1482,   2465,  -1860,  100.0,   25.2,    7.0,    0.0,   45.5,   79.5,   70.7,   86.5,   29.3,   13.5,  100.0,   25.2,    7.0,    0.0,   45.6,   79.5,   70.7,   86.5,   29.3,   13.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    124,     30,      4,      0,     50,     54,     80,     58,    124,     30,      4,      0,     50,     54,     80,     58,      0,      0,      0,      0,      0,      0,      0,      0,    20.3,    36.5,    31.5,    51.3,    20.0,    34.1,    30.8,    48.9,    20.3,    36.5,    31.5,    51.3,    20.0,    34.1,    30.8,    48.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $1,000,000 FACE VALUE)" ,"041741" ,"CME" ,"041"
"U.S. TREASURY BILLS (90 DAYS) - INTERNATIONAL MONETARY MARKET" ,901130 ,1990-11-30,041741 ,CME ,00 ,041 ,    49757,  10390,   5027,     23,  27363,  36169,  37776,  41219,  11981,   8538,    12972,   1338,   2160,     23,   8173,   7338,   9534,   9521,   3438,   3451,    36785,   9052,   2867,      0,  19190,  28831,  28242,  31698,   8543,   5087,    -5219,  -3944,    904,   -482,   1835,  -5105,  -2591,  -4683,  -2628,   -536,  100.0,   20.9,   10.1,    0.0,   55.0,   72.7,   75.9,   82.8,   24.1,   17.2,  100.0,   10.3,   16.7,    0.2,   63.0,   56.6,   73.5,   73.4,   26.5,   26.6,  100.0,   24.6,    7.8,    0.0,   52.2,   78.4,   76.8,   86.2,   23.2,   13.8,    116,     21,     12,      1,     49,     51,     71,     63,     51,      6,      6,      1,     19,     24,     26,     30,     94,     17,      9,      0,     40,     40,     57,     49,    22.6,    36.7,    35.8,    48.4,    22.2,    32.4,    33.8,    42.7,    39.9,    28.2,    51.7,    42.2,    32.5,    23.6,    41.6,    35.9,    25.4,    45.6,    39.9,    58.8,    25.0,    43.6,    39.6,    55.3,"(CONTRACTS OF $1,000,000 FACE VALUE)" ,"041741" ,"CME" ,"041"
"U.S. TREASURY BILLS (90 DAYS) - INTERNATIONAL MONETARY MARKET" ,901115 ,1990-11-15,041741 ,CME ,00 ,041 ,    54976,  14334,   4123,    505,  25528,  41274,  40367,  45902,  14609,   9074,    25542,   5215,   2490,     13,  13969,  18103,  19197,  20606,   6345,   4936,    29434,   9511,   2025,    100,  11559,  23171,  21170,  25296,   8264,   4138,    -1514,  -5026,    -52,   -121,   5036,  -2417,   -111,  -2590,  -1403,   1076,  100.0,   26.1,    7.5,    0.9,   46.4,   75.1,   73.4,   83.5,   26.6,   16.5,  100.0,   20.4,    9.7,    0.1,   54.7,   70.9,   75.2,   80.7,   24.8,   19.3,  100.0,   32.3,    6.9,    0.3,   39.3,   78.7,   71.9,   85.9,   28.1,   14.1,    146,     39,      8,      5,     55,     61,     98,     72,     92,     20,      7,      1,     32,     41,     53,     48,     91,     22,      3,      1,     35,     38,     58,     42,    17.4,    32.3,    28.4,    42.8,    16.4,    28.3,    26.5,    38.7,    26.2,    31.4,    39.5,    42.7,    23.2,    28.8,    33.4,    38.1,    26.0,    45.4,    39.7,    57.5,    26.0,    44.5,    38.6,    56.4,"(CONTRACTS OF $1,000,000 FACE VALUE)" ,"041741" ,"CME" ,"041"
"U.S. TREASURY BILLS (90 DAYS) - INTERNATIONAL MONETARY MARKET" ,901031 ,1990-10-31,041741 ,CME ,00 ,041 ,    56490,  19360,   4175,    626,  20492,  43691,  40478,  48492,  16012,   7998,    37090,  13096,   2896,      0,  13329,  28752,  26425,  31648,  10665,   5442,    19400,   6890,   1905,      0,   7163,  14939,  14053,  16844,   5347,   2556,     9502,   3023,   -210,    526,   4664,   6355,   8213,   6671,   1289,   2831,  100.0,   34.3,    7.4,    1.1,   36.3,   77.3,   71.7,   85.8,   28.3,   14.2,  100.0,   35.3,    7.8,    0.0,   35.9,   77.5,   71.2,   85.3,   28.8,   14.7,  100.0,   35.5,    9.8,    0.0,   36.9,   77.0,   72.4,   86.8,   27.6,   13.2,    147,     42,     10,      3,     50,     65,     95,     75,    126,     33,      7,      0,     36,     59,     69,     66,     65,     18,      5,      0,     22,     24,     40,     29,    16.8,    31.4,    26.3,    42.8,    16.8,    29.8,    26.3,    40.2,    17.8,    28.8,    27.7,    41.1,    17.8,    27.7,    27.7,    39.1,    28.0,    50.7,    42.8,    63.2,    28.0,    48.1,    41.5,    60.0,"(CONTRACTS OF $1,000,000 FACE VALUE)" ,"041741" ,"CME" ,"041"
"U.S. TREASURY BILLS (90 DAYS) - INTERNATIONAL MONETARY MARKET" ,901015 ,1990-10-15,041741 ,CME ,00 ,041 ,    46988,  16337,   4385,    100,  15828,  37336,  32265,  41821,  14723,   5167,    37422,  14422,   3830,      0,  12060,  30009,  26482,  33839,  10940,   3583,     9566,   2015,    655,      0,   3768,   7327,   5783,   7982,   3783,   1584,     5194,   1871,    198,    100,   4341,   5870,   6312,   6168,  -1118,   -974,  100.0,   34.8,    9.3,    0.2,   33.7,   79.5,   68.7,   89.0,   31.3,   11.0,  100.0,   38.5,   10.2,    0.0,   32.2,   80.2,   70.8,   90.4,   29.2,    9.6,  100.0,   21.1,    6.8,    0.0,   39.4,   76.6,   60.5,   83.4,   39.5,   16.6,    126,     43,      7,      1,     36,     53,     80,     60,    114,     38,      5,      0,     31,     50,     69,     55,     35,      9,      3,      0,      9,     16,     18,     19,    18.1,    32.3,    28.3,    47.3,    18.1,    29.4,    27.4,    44.3,    20.0,    31.0,    32.0,    46.2,    20.0,    28.0,    31.3,    43.3,    35.7,    52.0,    45.8,    66.0,    33.8,    49.0,    42.9,    62.9,"(CONTRACTS OF $1,000,000 FACE VALUE)" ,"041741" ,"CME" ,"041"
