"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,881031 ,1988-10-31,033661 ,NYCE ,01 ,033 ,    35795,   5866,   2476,   1410,  16773,  19968,  24049,  23854,  11746,  11941,    31404,   5866,   2420,   1410,  13568,  16431,  20844,  20261,  10560,  11143,     4391,      0,     56,      0,   3205,   3537,   3205,   3593,   1186,    798,    -2006,   2053,  -1238,    665,  -2933,   -195,   -215,   -768,  -1791,  -1238,  100.0,   16.4,    6.9,    3.9,   46.9,   55.8,   67.2,   66.6,   32.8,   33.4,  100.0,   18.7,    7.7,    4.5,   43.2,   52.3,   66.4,   64.5,   33.6,   35.5,  100.0,    0.0,    1.3,    0.0,   73.0,   80.6,   73.0,   81.8,   27.0,   18.2,    121,     32,     17,     10,     34,     56,     72,     80,    118,     32,     17,     10,     31,     53,     69,     77,     18,      0,      1,      0,      9,     11,      9,     12,    23.0,    24.4,    34.1,    33.5,    14.1,    16.9,    22.7,    23.6,    22.6,    19.9,    32.3,    29.7,    14.0,    18.5,    22.6,    25.9,    60.3,    66.0,    71.7,    75.7,    60.3,    62.1,    65.4,    71.8,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,881014 ,1988-10-14,033661 ,NYCE ,01 ,033 ,    37801,   3813,   3714,    745,  19706,  20163,  24264,  24622,  13537,  13179,    33245,   3813,   3714,    745,  16298,  16361,  20856,  20820,  12389,  12425,     4556,      0,      0,      0,   3408,   3802,   3408,   3802,   1148,    754,      203,   2451,  -1436,   -128,  -4807,    706,  -2484,   -858,   2687,   1061,  100.0,   10.1,    9.8,    2.0,   52.1,   53.3,   64.2,   65.1,   35.8,   34.9,  100.0,   11.5,   11.2,    2.2,   49.0,   49.2,   62.7,   62.6,   37.3,   37.4,  100.0,    0.0,    0.0,    0.0,   74.8,   83.5,   74.8,   83.5,   25.2,   16.5,    110,     19,     26,      4,     40,     45,     63,     72,    108,     19,     26,      4,     36,     44,     59,     71,     17,      0,      0,      0,     11,     10,     11,     10,    23.5,    23.3,    35.7,    32.2,    17.2,    16.0,    24.2,    22.2,    24.5,    19.8,    34.3,    28.5,    15.2,    17.4,    23.3,    23.6,    59.5,    69.3,    70.7,    79.5,    59.1,    63.0,    65.6,    72.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880930 ,1988-09-30,033661 ,NYCE ,01 ,033 ,    37598,   1362,   5150,    873,  24513,  19457,  26748,  25480,  10850,  12118,    32759,   1362,   5183,    761,  21181,  15546,  23304,  21490,   9455,  11269,     4839,    112,     79,      0,   3332,   3911,   3444,   3990,   1395,    849,    -1834,  -1425,   1302,   -438,    -30,  -3649,  -1893,  -2785,     59,    951,  100.0,    3.6,   13.7,    2.3,   65.2,   51.8,   71.1,   67.8,   28.9,   32.2,  100.0,    4.2,   15.8,    2.3,   64.7,   47.5,   71.1,   65.6,   28.9,   34.4,  100.0,    2.3,    1.6,    0.0,   68.9,   80.8,   71.2,   82.5,   28.8,   17.5,    103,     10,     32,      6,     38,     46,     53,     80,    101,     10,     31,      5,     35,     44,     49,     77,     19,      1,      1,      0,     10,     10,     11,     11,    25.8,    22.1,    45.4,    32.3,    19.7,    15.4,    30.7,    21.7,    28.8,    18.6,    45.2,    28.5,    21.0,    17.5,    33.6,    24.8,    56.3,    67.5,    67.5,    78.0,    55.8,    62.3,    64.3,    71.8,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880915 ,1988-09-15,033661 ,NYCE ,01 ,033 ,    39432,   2787,   3848,   1311,  24543,  23106,  28641,  28265,  10791,  11167,    35139,   2787,   3814,   1252,  21044,  19607,  25083,  24673,  10056,  10466,     4293,      0,     34,     59,   3499,   3499,   3558,   3592,    735,    701,     2330,   2043,    -14,    340,    888,   3987,   3271,   4313,   -941,  -1983,  100.0,    7.1,    9.8,    3.3,   62.2,   58.6,   72.6,   71.7,   27.4,   28.3,  100.0,    7.9,   10.9,    3.6,   59.9,   55.8,   71.4,   70.2,   28.6,   29.8,  100.0,    0.0,    0.8,    1.4,   81.5,   81.5,   82.9,   83.7,   17.1,   16.3,    112,     16,     28,     12,     41,     50,     66,     83,    109,     16,     27,     11,     37,     48,     61,     80,     19,      0,      1,      1,     11,     11,     12,     12,    25.6,    24.4,    42.4,    36.2,    17.3,    17.0,    25.4,    22.7,    26.6,    22.8,    40.7,    33.3,    16.0,    18.7,    25.5,    25.1,    65.6,    65.3,    77.6,    76.2,    62.7,    55.8,    69.6,    65.8,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880831 ,1988-08-31,033661 ,NYCE ,01 ,033 ,    37102,    744,   3862,    971,  23655,  19119,  25370,  23952,  11732,  13150,    33580,    744,   3639,    971,  20935,  16482,  22650,  21092,  10930,  12488,     3522,      0,    223,      0,   2720,   2637,   2720,   2860,    802,    662,     2832,  -1184,    222,    129,   2959,   2715,   1904,   3066,    928,   -234,  100.0,    2.0,   10.4,    2.6,   63.8,   51.5,   68.4,   64.6,   31.6,   35.4,  100.0,    2.2,   10.8,    2.9,   62.3,   49.1,   67.5,   62.8,   32.5,   37.2,  100.0,    0.0,    6.3,    0.0,   77.2,   74.9,   77.2,   81.2,   22.8,   18.8,    103,      8,     27,      8,     40,     48,     53,     79,     99,      8,     25,      8,     37,     45,     50,     74,     18,      0,      2,      0,      8,      9,      8,     11,    28.4,    22.0,    43.7,    33.3,    20.2,    14.9,    28.3,    18.9,    28.1,    21.5,    41.6,    30.5,    18.0,    16.4,    28.4,    20.8,    68.0,    62.5,    77.2,    75.9,    64.7,    56.2,    70.7,    69.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880815 ,1988-08-15,033661 ,NYCE ,01 ,033 ,    34270,   1928,   3640,    842,  20696,  16404,  23466,  20886,  10804,  13384,    31935,   2175,   3510,    595,  18825,  15136,  21595,  19241,  10340,  12694,     2335,      0,    377,      0,   1871,   1268,   1871,   1645,    464,    690,     4020,    365,    965,    310,   2489,    200,   3164,   1475,    856,   2545,  100.0,    5.6,   10.6,    2.5,   60.4,   47.9,   68.5,   60.9,   31.5,   39.1,  100.0,    6.8,   11.0,    1.9,   58.9,   47.4,   67.6,   60.3,   32.4,   39.7,  100.0,    0.0,   16.1,    0.0,   80.1,   54.3,   80.1,   70.4,   19.9,   29.6,     99,     13,     27,      8,     38,     35,     57,     66,     97,     16,     25,      5,     35,     35,     54,     63,     11,      0,      3,      0,      5,      4,      5,      7,    25.0,    21.9,    39.2,    32.4,    17.2,    16.4,    26.4,    20.9,    23.7,    21.7,    37.3,    31.0,    14.2,    17.6,    24.9,    22.4,    77.6,    59.3,    80.1,    70.4,    76.5,    55.7,    76.5,    66.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880729 ,1988-07-29,033661 ,NYCE ,01 ,033 ,    30250,   1563,   2675,    532,  18207,  16204,  20302,  19411,   9948,  10839,    28648,   1699,   2668,    396,  16856,  15074,  18951,  18138,   9697,  10510,     1602,      0,    143,      0,   1351,   1130,   1351,   1273,    251,    329,     1642,   -838,    214,    362,   2412,    592,   1936,   1168,   -294,    474,  100.0,    5.2,    8.8,    1.8,   60.2,   53.6,   67.1,   64.2,   32.9,   35.8,  100.0,    5.9,    9.3,    1.4,   58.8,   52.6,   66.2,   63.3,   33.8,   36.7,  100.0,    0.0,    8.9,    0.0,   84.3,   70.5,   84.3,   79.5,   15.7,   20.5,     93,     13,     22,      7,     36,     36,     54,     63,     92,     15,     21,      5,     35,     36,     53,     61,      7,      0,      2,      0,      3,      3,      3,      5,    28.5,    23.6,    40.4,    36.3,    16.8,    18.7,    26.3,    24.8,    26.3,    23.8,    38.3,    34.4,    15.0,    19.8,    25.4,    26.2,    84.3,    75.7,    84.3,    79.5,    80.6,    71.9,    80.6,    75.7,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880715 ,1988-07-15,033661 ,NYCE ,01 ,033 ,    28608,   2401,   2461,    170,  15795,  15612,  18366,  18243,  10242,  10365,    27737,   2451,   2455,    120,  15016,  14937,  17587,  17512,  10150,  10225,      871,      0,     56,      0,    779,    675,    779,    731,     92,    140,      639,  -2384,   1536,    -71,   5236,  -2419,   2781,   -954,  -2142,   1593,  100.0,    8.4,    8.6,    0.6,   55.2,   54.6,   64.2,   63.8,   35.8,   36.2,  100.0,    8.8,    8.9,    0.4,   54.1,   53.9,   63.4,   63.1,   36.6,   36.9,  100.0,    0.0,    6.4,    0.0,   89.4,   77.5,   89.4,   83.9,   10.6,   16.1,    100,     23,     21,      3,     38,     37,     62,     60,    100,     24,     20,      2,     38,     37,     62,     59,      5,      0,      1,      0,      1,      3,      1,      4,    25.4,    24.5,    35.6,    36.2,    14.0,    19.5,    21.8,    26.0,    23.4,    24.5,    33.9,    34.9,    12.9,    20.1,    21.4,    26.8,    89.4,    83.9,    89.4,    83.9,    89.4,    83.9,    89.4,    83.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880630 ,1988-06-30,033661 ,NYCE ,01 ,033 ,    27969,   4785,    925,    241,  10559,  18031,  15585,  19197,  12384,   8772,      471,      0,      0,      0,    361,    105,    361,    105,    110,    366,    27498,   4785,    925,    241,  10198,  17926,  15224,  19092,  12274,   8406,    -5073,  -3001,     80,    -38,    444,  -3870,  -2595,  -3828,  -2478,  -1245,  100.0,   17.1,    3.3,    0.9,   37.8,   64.5,   55.7,   68.6,   44.3,   31.4,  100.0,    0.0,    0.0,    0.0,   76.6,   22.3,   76.6,   22.3,   23.4,   77.7,  100.0,   17.4,    3.4,    0.9,   37.1,   65.2,   55.4,   69.4,   44.6,   30.6,    100,     29,      9,      4,     38,     42,     68,     55,      2,      0,      0,      0,      1,      1,      1,      1,    100,     29,      9,      4,     38,     42,     68,     55,    18.0,    27.4,    26.7,    39.6,    11.6,    24.0,    16.4,    32.0,    76.6,    22.3,    76.6,    22.3,    76.6,    22.3,    76.6,    22.3,    17.1,    27.5,    25.9,    39.9,    11.8,    24.4,    16.7,    32.5,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880615 ,1988-06-15,033661 ,NYCE ,01 ,033 ,    33042,   7786,    845,    279,  10115,  21901,  18180,  23025,  14862,  10017,     5404,   1248,     80,      0,   1390,   2981,   2638,   3061,   2766,   2343,    27638,   6538,    765,    279,   8725,  18920,  15542,  19964,  12096,   7674,      231,   -197,  -1346,    -78,    790,   1481,    515,     57,   -284,    174,  100.0,   23.6,    2.6,    0.8,   30.6,   66.3,   55.0,   69.7,   45.0,   30.3,  100.0,   23.1,    1.5,    0.0,   25.7,   55.2,   48.8,   56.6,   51.2,   43.4,  100.0,   23.7,    2.8,    1.0,   31.6,   68.5,   56.2,   72.2,   43.8,   27.8,    111,     45,      7,      4,     35,     43,     80,     54,     29,     11,      1,      0,      5,     15,     16,     16,    102,     39,      6,      4,     34,     38,     73,     48,    15.0,    27.0,    22.5,    39.9,     8.8,    23.4,    13.8,    32.1,    28.2,    35.7,    37.3,    46.7,    19.7,    26.2,    28.3,    33.2,    13.8,    26.9,    21.9,    40.3,     9.4,    24.1,    15.7,    35.3,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880531 ,1988-05-31,033661 ,NYCE ,01 ,033 ,    32811,   7983,   2191,    357,   9325,  20420,  17665,  22968,  15146,   9843,     9350,   3042,    672,     60,   1341,   5480,   4443,   6212,   4907,   3138,    23461,   5001,   1579,    237,   7984,  14940,  13222,  16756,  10239,   6705,     3373,   3386,   -306,   -173,   -687,   4130,   2526,   3651,    847,   -278,  100.0,   24.3,    6.7,    1.1,   28.4,   62.2,   53.8,   70.0,   46.2,   30.0,  100.0,   32.5,    7.2,    0.6,   14.3,   58.6,   47.5,   66.4,   52.5,   33.6,  100.0,   21.3,    6.7,    1.0,   34.0,   63.7,   56.4,   71.4,   43.6,   28.6,    109,     37,     13,      4,     30,     43,     70,     59,     49,     19,      6,      1,      4,     23,     24,     29,     95,     31,     10,      2,     29,     37,     61,     49,    14.7,    23.1,    23.2,    35.6,    12.1,    22.3,    17.8,    32.7,    21.1,    31.0,    31.9,    44.9,    19.3,    31.0,    30.0,    44.9,    15.2,    27.2,    24.3,    40.6,    11.2,    24.6,    16.6,    37.2,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880513 ,1988-05-13,033661 ,NYCE ,01 ,033 ,    29438,   4597,   2497,    530,  10012,  16290,  15139,  19317,  14299,  10121,    10083,   2397,    667,     92,   2079,   6044,   4568,   6803,   5515,   3280,    19355,   2271,   1901,    367,   7933,  10246,  10571,  12514,   8784,   6841,     3041,   2933,   -163,     16,  -2750,   3244,    199,   3097,   2842,    -56,  100.0,   15.6,    8.5,    1.8,   34.0,   55.3,   51.4,   65.6,   48.6,   34.4,  100.0,   23.8,    6.6,    0.9,   20.6,   59.9,   45.3,   67.5,   54.7,   32.5,  100.0,   11.7,    9.8,    1.9,   41.0,   52.9,   54.6,   64.7,   45.4,   35.3,    101,     27,     15,      4,     30,     46,     59,     63,     53,     15,      5,      2,     11,     25,     27,     31,     82,     18,     12,      2,     26,     37,     45,     50,    18.6,    16.2,    26.3,    29.6,    14.7,    15.6,    20.4,    26.7,    21.0,    29.4,    29.6,    44.0,    21.0,    29.4,    29.6,    43.9,    20.7,    20.8,    30.7,    31.0,    16.0,    19.0,    22.5,    28.5,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880429 ,1988-04-29,033661 ,NYCE ,01 ,033 ,    26397,   1664,   2660,    514,  12762,  13046,  14940,  16220,  11457,  10177,    10882,   1714,   1299,     80,   4647,   5197,   6441,   6576,   4441,   4306,    15515,    334,   1745,     50,   8115,   7849,   8499,   9644,   7016,   5871,    -4727,   -265,   -765,   -719,  -3339,  -2303,  -4323,  -3787,   -404,   -940,  100.0,    6.3,   10.1,    1.9,   48.3,   49.4,   56.6,   61.4,   43.4,   38.6,  100.0,   15.8,   11.9,    0.7,   42.7,   47.8,   59.2,   60.4,   40.8,   39.6,  100.0,    2.2,   11.2,    0.3,   52.3,   50.6,   54.8,   62.2,   45.2,   37.8,     94,     16,     19,      7,     34,     40,     53,     64,     59,     14,     11,      1,     18,     20,     32,     32,     69,      6,     14,      1,     27,     32,     33,     47,    26.7,    16.4,    36.3,    28.6,    21.7,    15.6,    27.4,    23.5,    33.5,    27.1,    40.5,    39.0,    33.5,    24.2,    40.2,    36.1,    29.7,    22.9,    38.7,    33.2,    25.0,    21.0,    32.1,    30.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880415 ,1988-04-15,033661 ,NYCE ,01 ,033 ,    31124,   1929,   3425,   1233,  16101,  15349,  19263,  20007,  11861,  11117,    17821,   1947,   2795,    425,   8382,   7913,  10754,  11133,   7067,   6688,    13303,    644,   1292,    146,   7719,   7436,   8509,   8874,   4794,   4429,      960,    172,    522,    354,    720,  -1416,   1246,   -540,   -286,   1500,  100.0,    6.2,   11.0,    4.0,   51.7,   49.3,   61.9,   64.3,   38.1,   35.7,  100.0,   10.9,   15.7,    2.4,   47.0,   44.4,   60.3,   62.5,   39.7,   37.5,  100.0,    4.8,    9.7,    1.1,   58.0,   55.9,   64.0,   66.7,   36.0,   33.3,    103,     19,     26,     10,     38,     36,     61,     69,     81,     15,     24,      2,     25,     25,     42,     49,     62,      7,     13,      1,     27,     24,     35,     37,    25.0,    20.9,    35.6,    32.6,    18.7,    14.0,    24.6,    21.6,    25.9,    31.2,    36.2,    39.1,    23.8,    25.2,    32.4,    32.4,    36.6,    27.9,    44.5,    38.7,    33.3,    24.3,    39.7,    33.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880331 ,1988-03-31,033661 ,NYCE ,01 ,033 ,    30164,   1757,   2903,    879,  15381,  16765,  18017,  20547,  12147,   9617,    18238,   1448,   2469,    514,   8425,   9282,  10387,  12265,   7851,   5973,    11926,    604,    729,     70,   6956,   7483,   7630,   8282,   4296,   3644,       38,    467,   -791,   -449,     96,   1600,    114,    360,    -76,   -322,  100.0,    5.8,    9.6,    2.9,   51.0,   55.6,   59.7,   68.1,   40.3,   31.9,  100.0,    7.9,   13.5,    2.8,   46.2,   50.9,   57.0,   67.2,   43.0,   32.8,  100.0,    5.1,    6.1,    0.6,   58.3,   62.7,   64.0,   69.4,   36.0,   30.6,    106,     19,     23,      9,     38,     44,     61,     73,     83,     17,     20,      4,     24,     33,     43,     56,     55,      6,      6,      1,     26,     27,     32,     34,    22.3,    20.2,    32.4,    31.4,    15.9,    15.4,    21.4,    22.0,    22.3,    27.5,    32.6,    35.9,    20.0,    20.2,    26.3,    28.2,    36.1,    29.6,    45.7,    41.1,    33.3,    26.9,    41.1,    36.4,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880315 ,1988-03-15,033661 ,NYCE ,01 ,033 ,    30126,   1290,   3694,   1328,  15285,  15165,  17903,  20187,  12223,   9939,    19542,   1527,   3347,    685,   8521,   8533,  10733,  12565,   8809,   6977,    10584,    181,    765,    225,   6764,   6632,   7170,   7622,   3414,   2962,     -708,     95,   -981,    -77,  -2047,   1321,  -2029,    263,   1321,   -971,  100.0,    4.3,   12.3,    4.4,   50.7,   50.3,   59.4,   67.0,   40.6,   33.0,  100.0,    7.8,   17.1,    3.5,   43.6,   43.7,   54.9,   64.3,   45.1,   35.7,  100.0,    1.7,    7.2,    2.1,   63.9,   62.7,   67.7,   72.0,   32.3,   28.0,    109,     17,     30,      9,     35,     42,     59,     75,     88,     18,     25,      5,     23,     31,     44,     59,     50,      3,      7,      3,     22,     26,     27,     34,    23.3,    19.8,    33.6,    30.2,    20.2,    16.1,    25.8,    23.4,    21.0,    23.6,    30.5,    31.0,    18.3,    18.1,    25.4,    25.0,    42.6,    29.2,    51.8,    42.4,    38.7,    27.5,    45.8,    37.9,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880229 ,1988-02-29,033661 ,NYCE ,01 ,033 ,    30834,   1195,   4675,   1405,  17332,  13844,  19932,  19924,  10902,  10910,    21004,   1580,   4593,    771,  10567,   7681,  12918,  13045,   8086,   7959,     9830,    181,    648,     68,   6765,   6163,   7014,   6879,   2816,   2951,    -6109,   -233,   -212,      9,  -3700,  -3598,  -3924,  -3801,  -2185,  -2308,  100.0,    3.9,   15.2,    4.6,   56.2,   44.9,   64.6,   64.6,   35.4,   35.4,  100.0,    7.5,   21.9,    3.7,   50.3,   36.6,   61.5,   62.1,   38.5,   37.9,  100.0,    1.8,    6.6,    0.7,   68.8,   62.7,   71.4,   70.0,   28.6,   30.0,    116,     16,     36,     10,     41,     38,     63,     81,     98,     17,     33,      6,     32,     26,     52,     64,     48,      3,      5,      1,     20,     24,     23,     30,    24.4,    20.8,    36.3,    29.6,    21.7,    17.3,    29.5,    23.5,    22.8,    22.9,    34.2,    30.6,    20.0,    18.3,    28.6,    24.9,    42.6,    29.1,    55.4,    43.7,    40.4,    28.2,    49.8,    40.1,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880212 ,1988-02-12,033661 ,NYCE ,01 ,033 ,    36943,   1428,   4887,   1396,  21032,  17442,  23856,  23725,  13087,  13218,    28795,   1614,   4871,   1026,  15409,  12965,  18049,  18862,  10746,   9933,     8148,    184,    386,      0,   5623,   4477,   5807,   4863,   2341,   3285,    -1178,      9,    259,    440,   -113,   -260,    336,    439,  -1514,  -1617,  100.0,    3.9,   13.2,    3.8,   56.9,   47.2,   64.6,   64.2,   35.4,   35.8,  100.0,    5.6,   16.9,    3.6,   53.5,   45.0,   62.7,   65.5,   37.3,   34.5,  100.0,    2.3,    4.7,    0.0,   69.0,   54.9,   71.3,   59.7,   28.7,   40.3,    120,     19,     37,     11,     46,     35,     70,     80,    104,     20,     35,      7,     35,     26,     57,     68,     44,      3,      4,      0,     21,     20,     24,     24,    23.3,    25.6,    35.7,    35.3,    17.4,    16.7,    23.8,    22.2,    22.4,    27.3,    34.4,    36.3,    14.0,    16.6,    20.8,    22.2,    44.2,    26.4,    57.3,    40.7,    44.0,    24.5,    53.4,    35.8,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
"COTTON NO. 2 - NEW YORK COTTON EXCHANGE" ,880129 ,1988-01-29,033661 ,NYCE ,01 ,033 ,    38121,   1419,   4628,    956,  21145,  17702,  23520,  23286,  14601,  14835,    30719,   1613,   4628,    699,  15919,  13278,  18231,  18605,  12488,  12114,     7402,     63,    257,      0,   5226,   4424,   5289,   4681,   2113,   2721,     3367,    297,   1653,    217,    530,  -1772,   1044,     98,   2323,   3269,  100.0,    3.7,   12.1,    2.5,   55.5,   46.4,   61.7,   61.1,   38.3,   38.9,  100.0,    5.3,   15.1,    2.3,   51.8,   43.2,   59.3,   60.6,   40.7,   39.4,  100.0,    0.9,    3.5,    0.0,   70.6,   59.8,   71.5,   63.2,   28.5,   36.8,    100,     16,     31,      7,     41,     30,     58,     68,     91,     16,     31,      5,     34,     24,     51,     60,     34,      1,      2,      0,     18,     17,     19,     19,    22.6,    24.6,    35.8,    35.0,    17.0,    17.1,    24.6,    24.7,    23.2,    25.6,    34.2,    34.4,    15.5,    16.5,    22.1,    23.6,    46.5,    27.1,    60.0,    44.9,    46.4,    26.4,    57.4,    41.5,"(CONTRACTS OF 50,000 POUNDS)" ,"033661" ,"NYCE" ,"033"
