"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890714 ,1989-07-14,005601 ,CBT ,00 ,005 ,   403195,  41290,  39000,  19665, 159040, 165860, 219995, 224525, 183200, 178670,    92340,   9920,   6390,      0,  46160,  43225,  56080,  49615,  36260,  42725,   310855,  34640,  35880,  16395, 112880, 122635, 163915, 174910, 146940, 135945,   -28855,  -3290,   2670,  -2310,  -6200,  -5845, -11800,  -5485, -17055, -23370,  100.0,   10.2,    9.7,    4.9,   39.4,   41.1,   54.6,   55.7,   45.4,   44.3,  100.0,   10.7,    6.9,    0.0,   50.0,   46.8,   60.7,   53.7,   39.3,   46.3,  100.0,   11.1,   11.5,    5.3,   36.3,   39.5,   52.7,   56.3,   47.3,   43.7,    140,     29,     29,     18,     42,     67,     81,    107,     48,      7,      7,      0,     12,     24,     19,     31,    129,     29,     26,     14,     38,     55,     74,     90,    14.4,    13.2,    23.1,    19.5,    12.3,    12.2,    19.6,    16.6,    37.6,    20.1,    50.4,    29.4,    36.1,    20.1,    48.9,    29.4,    11.1,    15.3,    21.5,    21.5,     9.7,    14.5,    16.4,    19.1,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890630 ,1989-06-30,005601 ,CBT ,00 ,005 ,   432050,  44580,  36330,  21975, 165240, 171705, 231795, 230010, 200255, 202040,   135105,  17165,  10230,   2995,  58705,  62840,  78865,  76065,  56240,  59040,   296945,  34155,  32840,  12240, 106535, 108865, 152930, 153945, 144015, 143000,   -45890,  -1440, -10850,  -4820, -22485, -26955, -28745, -42625, -17145,  -3265,  100.0,   10.3,    8.4,    5.1,   38.2,   39.7,   53.7,   53.2,   46.3,   46.8,  100.0,   12.7,    7.6,    2.2,   43.5,   46.5,   58.4,   56.3,   41.6,   43.7,  100.0,   11.5,   11.1,    4.1,   35.9,   36.7,   51.5,   51.8,   48.5,   48.2,    149,     27,     32,     23,     53,     65,     93,    112,     65,     11,     11,      2,     22,     29,     34,     41,    130,     25,     28,     15,     38,     52,     71,     90,    15.2,    13.1,    23.2,    19.7,    12.7,    11.9,    19.8,    16.0,    30.5,    20.4,    42.1,    31.3,    27.8,    20.4,    38.5,    29.5,    13.3,    14.6,    22.1,    19.9,    11.1,    13.6,    18.7,    18.0,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890615 ,1989-06-15,005601 ,CBT ,00 ,005 ,   477940,  46020,  47180,  26795, 187725, 198660, 260540, 272635, 217400, 205305,   209500,  28025,  23025,   5140,  81245, 101240, 114410, 129405,  95090,  80095,   268440,  30930,  37090,   8720, 106480,  97420, 146130, 143230, 122310, 125210,     1230,  14465,  -8610,  -3495,  -2930,  20660,   8040,   8555,  -6810,  -7325,  100.0,    9.6,    9.9,    5.6,   39.3,   41.6,   54.5,   57.0,   45.5,   43.0,  100.0,   13.4,   11.0,    2.5,   38.8,   48.3,   54.6,   61.8,   45.4,   38.2,  100.0,   11.5,   13.8,    3.2,   39.7,   36.3,   54.4,   53.4,   45.6,   46.6,    171,     35,     44,     21,     57,     62,    102,    121,     96,     23,     22,      3,     27,     33,     52,     56,    133,     21,     37,      8,     41,     47,     68,     87,    14.2,    15.8,    21.2,    21.5,    12.4,    13.9,    18.1,    18.8,    22.1,    21.7,    30.3,    31.8,    19.1,    18.0,    25.6,    28.0,    14.8,    14.9,    24.5,    20.2,    12.1,    14.0,    21.7,    17.7,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890531 ,1989-05-31,005601 ,CBT ,00 ,005 ,   476710,  31555,  55790,  30290, 190655, 178000, 252500, 264080, 224210, 212630,   241075,  32930,  31085,   5340,  85160, 112050, 123430, 148475, 117645,  92600,   235635,  17515,  43595,   6060, 105495,  65950, 129070, 115605, 106565, 120030,   -19730, -19605,  21680,   5170,  15370, -46005,    935, -19155, -20665,   -575,  100.0,    6.6,   11.7,    6.4,   40.0,   37.3,   53.0,   55.4,   47.0,   44.6,  100.0,   13.7,   12.9,    2.2,   35.3,   46.5,   51.2,   61.6,   48.8,   38.4,  100.0,    7.4,   18.5,    2.6,   44.8,   28.0,   54.8,   49.1,   45.2,   50.9,    177,     38,     47,     27,     58,     52,    107,    120,    119,     34,     26,      4,     36,     34,     72,     62,    120,     21,     39,      6,     37,     32,     60,     75,    14.8,    16.5,    22.1,    23.1,    12.4,    15.2,    18.2,    19.4,    17.9,    23.4,    23.7,    32.3,    16.7,    21.3,    21.8,    28.6,    19.5,    12.7,    30.0,    18.1,    17.1,    11.7,    27.5,    16.0,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890515 ,1989-05-15,005601 ,CBT ,00 ,005 ,   496440,  51160,  34110,  25120, 175285, 224005, 251565, 283235, 244875, 213205,   284330,  42555,  19445,   4850,  94980, 157275, 142385, 181570, 141945, 102760,   212110,  25625,  31685,   3250,  80305,  66730, 109180, 101665, 102930, 110445,     7085,   5530,   1025, -13380,     70,  18490,  -7780,   6135,  14865,    950,  100.0,   10.3,    6.9,    5.1,   35.3,   45.1,   50.7,   57.1,   49.3,   42.9,  100.0,   15.0,    6.8,    1.7,   33.4,   55.3,   50.1,   63.9,   49.9,   36.1,  100.0,   12.1,   14.9,    1.5,   37.9,   31.5,   51.5,   47.9,   48.5,   52.1,    163,     42,     30,     20,     57,     58,    108,    103,    127,     41,     17,      4,     36,     40,     79,     59,    104,     19,     28,      4,     30,     33,     51,     63,    11.2,    20.1,    17.6,    27.8,     9.9,    19.8,    15.9,    25.2,    15.1,    26.1,    20.8,    38.2,    14.3,    26.1,    19.9,    37.8,    15.1,    12.9,    24.9,    18.4,    13.6,    12.2,    22.4,    17.3,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890428 ,1989-04-28,005601 ,CBT ,00 ,005 ,   489355,  45630,  33085,  38500, 175215, 205515, 259345, 277100, 230010, 212255,   289915,  40150,  30940,   7405,  97730, 145465, 145285, 183810, 144630, 106105,   199440,  30300,  26965,   6275,  77485,  60050, 114060,  93290,  85380, 106150,   -20090,  -2850, -11940,  -3965,   9385,   1655,   2570, -14250, -22660,  -5840,  100.0,    9.3,    6.8,    7.9,   35.8,   42.0,   53.0,   56.6,   47.0,   43.4,  100.0,   13.8,   10.7,    2.6,   33.7,   50.2,   50.1,   63.4,   49.9,   36.6,  100.0,   15.2,   13.5,    3.1,   38.9,   30.1,   57.2,   46.8,   42.8,   53.2,    169,     41,     33,     31,     58,     53,    117,    108,    130,     37,     24,      9,     38,     40,     79,     70,    103,     24,     25,      8,     31,     27,     59,     56,    11.6,    17.8,    17.9,    25.1,     8.9,    17.5,    14.9,    22.3,    13.5,    20.4,    19.1,    31.6,    12.1,    20.4,    17.5,    31.0,    18.6,    15.6,    27.5,    21.0,    16.2,    13.9,    25.1,    18.8,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890414 ,1989-04-14,005601 ,CBT ,00 ,005 ,   509445,  48480,  45025,  42465, 165830, 203860, 256775, 291350, 252670, 218095,   340305,  43520,  48720,  15420, 101850, 146110, 160790, 210250, 179515, 130055,   169140,  21200,  12545,  10805,  63980,  57750,  95985,  81100,  73155,  88040,   -32315,   9785,  -8075,   3440, -21020, -15425,  -7795, -20060, -24520, -12255,  100.0,    9.5,    8.8,    8.3,   32.6,   40.0,   50.4,   57.2,   49.6,   42.8,  100.0,   12.8,   14.3,    4.5,   29.9,   42.9,   47.2,   61.8,   52.8,   38.2,  100.0,   12.5,    7.4,    6.4,   37.8,   34.1,   56.7,   47.9,   43.3,   52.1,    173,     45,     37,     30,     53,     54,    114,    115,    143,     36,     40,     15,     38,     43,     83,     91,     90,     24,     14,      8,     29,     28,     56,     48,    10.6,    16.9,    16.8,    23.9,     9.5,    16.7,    15.6,    23.2,    11.8,    17.3,    17.2,    26.6,    11.2,    17.3,    16.0,    26.2,    19.4,    19.1,    26.7,    24.8,    18.9,    18.1,    26.1,    22.7,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890331 ,1989-03-31,005601 ,CBT ,00 ,005 ,   541760,  38695,  53100,  39025, 186850, 219285, 264570, 311410, 277190, 230350,   379525,  35515,  53500,  20460, 115075, 171250, 171050, 245210, 208475, 134315,   162235,  17400,  13820,   4345,  71775,  48035,  93520,  66200,  68715,  96035,   -42025, -27800,   -645,  -6625,  10625, -38420, -23800, -45690, -18225,   3665,  100.0,    7.1,    9.8,    7.2,   34.5,   40.5,   48.8,   57.5,   51.2,   42.5,  100.0,    9.4,   14.1,    5.4,   30.3,   45.1,   45.1,   64.6,   54.9,   35.4,  100.0,   10.7,    8.5,    2.7,   44.2,   29.6,   57.6,   40.8,   42.4,   59.2,    177,     33,     48,     28,     58,     60,    109,    128,    156,     34,     46,     14,     48,     44,     90,     99,     85,     16,     17,      5,     28,     28,     48,     47,    11.1,    16.6,    17.3,    24.5,     9.0,    16.5,    13.9,    22.6,    12.2,    19.2,    16.6,    29.7,    11.2,    19.2,    15.5,    29.7,    23.2,    16.1,    33.0,    21.7,    23.2,    15.1,    32.7,    20.0,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890315 ,1989-03-15,005601 ,CBT ,00 ,005 ,   583785,  66495,  53745,  45650, 176225, 257705, 288370, 357100, 295415, 226685,   421275,  63365,  56165,  20860, 104390, 214415, 188615, 291440, 232660, 129835,   162510,  22415,  16865,   5505,  71835,  43290,  99755,  65660,  62755,  96850,    22685,   5150,   5875,   7855,    600,   3670,  13605,  17400,   9080,   5285,  100.0,   11.4,    9.2,    7.8,   30.2,   44.1,   49.4,   61.2,   50.6,   38.8,  100.0,   15.0,   13.3,    5.0,   24.8,   50.9,   44.8,   69.2,   55.2,   30.8,  100.0,   13.8,   10.4,    3.4,   44.2,   26.6,   61.4,   40.4,   38.6,   59.6,    195,     51,     46,     34,     54,     59,    128,    126,    180,     53,     45,     16,     44,     50,    109,    102,     80,     16,     18,      5,     23,     24,     44,     44,    10.8,    19.2,    16.9,    28.8,     7.9,    18.3,    11.8,    25.9,    10.6,    22.1,    15.4,    34.9,    10.0,    21.7,    14.2,    34.5,    26.0,    16.7,    34.9,    22.2,    26.0,    15.7,    34.9,    20.3,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890228 ,1989-02-28,005601 ,CBT ,00 ,005 ,   561100,  61345,  47870,  37795, 175625, 254035, 274765, 339700, 286335, 221400,   422300,  58870,  44590,  19330, 114255, 216695, 192455, 280615, 229845, 141685,   138800,  17420,  18225,   3520,  61370,  37340,  82310,  59085,  56490,  79715,   -19410,   4495, -12595, -15180, -10950,  17865, -21635,  -9910,   2225,  -9500,  100.0,   10.9,    8.5,    6.7,   31.3,   45.3,   49.0,   60.5,   51.0,   39.5,  100.0,   13.9,   10.6,    4.6,   27.1,   51.3,   45.6,   66.4,   54.4,   33.6,  100.0,   12.6,   13.1,    2.5,   44.2,   26.9,   59.3,   42.6,   40.7,   57.4,    180,     45,     39,     23,     59,     60,    120,    113,    164,     45,     36,     11,     49,     53,    104,     92,     71,     13,     17,      5,     24,     19,     40,     39,    10.9,    19.0,    16.7,    28.3,     7.7,    18.4,    11.3,    25.0,    10.3,    21.9,    15.5,    33.5,    10.3,    21.7,    14.6,    32.8,    26.1,    18.3,    35.0,    25.3,    26.1,    17.4,    34.8,    24.0,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890215 ,1989-02-15,005601 ,CBT ,00 ,005 ,   580510,  56850,  60465,  52975, 186575, 236170, 296400, 349610, 284110, 230900,   461850,  58230,  58320,  34450, 136140, 203715, 228820, 296485, 233030, 165365,   118660,  14360,  17885,   2785,  50435,  32455,  67580,  53125,  51080,  65535,     1460, -19240,    160,  10070,  18040, -20960,   8870, -10730,  -7410,  12190,  100.0,    9.8,   10.4,    9.1,   32.1,   40.7,   51.1,   60.2,   48.9,   39.8,  100.0,   12.6,   12.6,    7.5,   29.5,   44.1,   49.5,   64.2,   50.5,   35.8,  100.0,   12.1,   15.1,    2.3,   42.5,   27.4,   57.0,   44.8,   43.0,   55.2,    184,     50,     49,     36,     58,     51,    130,    120,    175,     50,     47,     23,     52,     46,    121,    100,     63,     11,     17,      4,     22,     15,     36,     35,     9.8,    18.3,    15.2,    26.2,     6.2,    17.9,    10.4,    23.7,     8.3,    20.2,    13.4,    29.6,     8.3,    19.9,    12.2,    27.7,    23.4,    20.4,    33.0,    27.6,    23.4,    19.0,    32.6,    25.7,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890131 ,1989-01-31,005601 ,CBT ,00 ,005 ,   579050,  76090,  60305,  42905, 168535, 257130, 287530, 360340, 291520, 218710,   464155,  76480,  61950,  17660, 126330, 226595, 220470, 306205, 243685, 157950,   114895,  17535,  16280,   7320,  42205,  30535,  67060,  54135,  47835,  60760,   -34085, -22810,  28675, -22810,  14125, -26790, -31495, -20925,  -2590, -13160,  100.0,   13.1,   10.4,    7.4,   29.1,   44.4,   49.7,   62.2,   50.3,   37.8,  100.0,   16.5,   13.3,    3.8,   27.2,   48.8,   47.5,   66.0,   52.5,   34.0,  100.0,   15.3,   14.2,    6.4,   36.7,   26.6,   58.4,   47.1,   41.6,   52.9,    196,     58,     48,     30,     59,     57,    134,    125,    183,     55,     44,     14,     52,     53,    119,    102,     61,     12,     19,      8,     20,     12,     39,     34,     7.5,    20.2,    13.0,    29.0,     5.9,    17.8,    10.0,    24.6,     6.7,    22.4,    12.3,    33.1,     6.7,    20.3,    10.9,    30.3,    21.4,    21.2,    29.9,    29.1,    21.4,    19.2,    29.4,    25.0,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - CHICAGO BOARD OF TRADE" ,890113 ,1989-01-13,005601 ,CBT ,00 ,005 ,   613135,  98900,  31630,  65715, 154410, 283920, 319025, 381265, 294110, 231870,   506970, 106215,  28165,  39995, 118380, 268950, 264590, 337110, 242380, 169860,   106165,  11665,  22445,   6740,  36030,  14970,  54435,  44155,  51730,  62010,     8750,   7225,  -2635,   7300, -31370,  13880, -16845,  18545,  25595,  -9795,  100.0,   16.1,    5.2,   10.7,   25.2,   46.3,   52.0,   62.2,   48.0,   37.8,  100.0,   21.0,    5.6,    7.9,   23.4,   53.1,   52.2,   66.5,   47.8,   33.5,  100.0,   11.0,   21.1,    6.3,   33.9,   14.1,   51.3,   41.6,   48.7,   58.4,    200,     75,     32,     44,     47,     61,    144,    127,    189,     77,     25,     30,     42,     60,    135,    105,     59,     13,     22,      6,     16,      8,     32,     35,     7.7,    21.5,    12.5,    29.1,     5.7,    19.3,     8.6,    24.9,     7.2,    24.3,    12.0,    33.4,     5.7,    21.8,     9.2,    29.9,    20.5,    14.7,    31.3,    22.9,    20.5,    12.9,    30.0,    20.0,"(THOUSAND BUSHELS)" ,"005601" ,"CBT" ,"005"
"SOYBEANS - MIDAMERICA COMMODITY EXCHANGE" ,891229 ,1989-12-29,005631 ,MCE ,00 ,005 ,     9598,   2837,   1470,      0,      0,      0,   2837,   1470,   6761,   8128,     8955,   2837,   1470,      0,      0,      0,   2837,   1470,   6118,   7485,      643,      0,      0,      0,      0,      0,      0,      0,    643,    643,    -5735,  -3025,  -2733,      0,      0,      0,  -3025,  -2733,  -2710,  -3002,  100.0,   29.6,   15.3,    0.0,    0.0,    0.0,   29.6,   15.3,   70.4,   84.7,  100.0,   31.7,   16.4,    0.0,    0.0,    0.0,   31.7,   16.4,   68.3,   83.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,      6,      4,      2,      0,      0,      0,      4,      2,      6,      4,      2,      0,      0,      0,      4,      2,      0,      0,      0,      0,      0,      0,      0,      0,    29.6,    15.3,    29.6,    15.3,    29.6,    15.3,    29.6,    15.3,    31.7,    16.4,    31.7,    16.4,    31.7,    16.4,    31.7,    16.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"005631" ,"MCE" ,"005"
"SOYBEANS - MIDAMERICA COMMODITY EXCHANGE" ,891215 ,1989-12-15,005631 ,MCE ,00 ,005 ,    15333,   5862,   4203,      0,      0,      0,   5862,   4203,   9471,  11130,    14745,   5862,   4203,      0,      0,      0,   5862,   4203,   8883,  10542,      588,      0,      0,      0,      0,      0,      0,      0,    588,    588,     1191,   2067,     92,      0,      0,      0,   2067,     92,   -876,   1099,  100.0,   38.2,   27.4,    0.0,    0.0,    0.0,   38.2,   27.4,   61.8,   72.6,  100.0,   39.8,   28.5,    0.0,    0.0,    0.0,   39.8,   28.5,   60.2,   71.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,      8,      5,      3,      0,      0,      0,      5,      3,      8,      5,      3,      0,      0,      0,      5,      3,      0,      0,      0,      0,      0,      0,      0,      0,    34.7,    27.4,    38.2,    27.4,    34.7,    27.4,    38.2,    27.4,    36.1,    28.5,    39.8,    28.5,    36.1,    28.5,    39.8,    28.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"005631" ,"MCE" ,"005"
"SOYBEANS - MIDAMERICA COMMODITY EXCHANGE" ,891130 ,1989-11-30,005631 ,MCE ,00 ,005 ,    14142,   3795,   4111,      0,      0,      0,   3795,   4111,  10347,  10031,    13723,   3795,   4111,      0,      0,      0,   3795,   4111,   9928,   9612,      419,      0,      0,      0,      0,      0,      0,      0,    419,    419,     2817,   2075,   2693,      0,      0,      0,   2075,   2693,    742,    124,  100.0,   26.8,   29.1,    0.0,    0.0,    0.0,   26.8,   29.1,   73.2,   70.9,  100.0,   27.7,   30.0,    0.0,    0.0,    0.0,   27.7,   30.0,   72.3,   70.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,      7,      4,      3,      0,      0,      0,      4,      3,      7,      4,      3,      0,      0,      0,      4,      3,      0,      0,      0,      0,      0,      0,      0,      0,    26.8,    29.1,    26.8,    29.1,    26.8,    29.1,    26.8,    29.1,    27.7,    30.0,    27.7,    30.0,    27.7,    30.0,    27.7,    30.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"005631" ,"MCE" ,"005"
"SOYBEANS - MIDAMERICA COMMODITY EXCHANGE" ,891031 ,1989-10-31,005631 ,MCE ,00 ,005 ,    13080,   1823,   3331,      0,      0,      0,   1823,   3331,  11257,   9749,    12739,   1823,   3331,      0,      0,      0,   1823,   3331,  10916,   9408,      341,      0,      0,      0,      0,      0,      0,      0,    341,    341,    -6899,  -3966,  -4209,    -10,      0,      0,  -3976,  -4219,  -2923,  -2680,  100.0,   13.9,   25.5,    0.0,    0.0,    0.0,   13.9,   25.5,   86.1,   74.5,  100.0,   14.3,   26.1,    0.0,    0.0,    0.0,   14.3,   26.1,   85.7,   73.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,      5,      2,      3,      0,      0,      0,      2,      3,      5,      2,      3,      0,      0,      0,      2,      3,      0,      0,      0,      0,      0,      0,      0,      0,    13.9,    25.5,    13.9,    25.5,    13.9,    25.5,    13.9,    25.5,    14.3,    26.1,    14.3,    26.1,    14.3,    26.1,    14.3,    26.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"005631" ,"MCE" ,"005"
"SOYBEANS - MIDAMERICA COMMODITY EXCHANGE" ,891013 ,1989-10-13,005631 ,MCE ,00 ,005 ,    19979,   5789,   7540,     10,      0,      0,   5799,   7550,  14180,  12429,    19647,   5789,   7540,     10,      0,      0,   5799,   7550,  13848,  12097,      332,      0,      0,      0,      0,      0,      0,      0,    332,    332,    -1472,  -2782,    110,     10,      0,      0,  -2772,    120,   1300,  -1592,  100.0,   29.0,   37.7,    0.1,    0.0,    0.0,   29.0,   37.8,   71.0,   62.2,  100.0,   29.5,   38.4,    0.1,    0.0,    0.0,   29.5,   38.4,   70.5,   61.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     11,      5,      6,      1,      0,      0,      6,      6,     11,      5,      6,      1,      0,      0,      6,      6,      0,      0,      0,      0,      0,      0,      0,      0,    25.5,    29.6,    29.0,    37.8,    25.5,    29.6,    29.0,    37.7,    25.9,    30.1,    29.5,    38.4,    25.9,    30.1,    29.5,    38.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"005631" ,"MCE" ,"005"
"SOYBEANS - MIDAMERICA COMMODITY EXCHANGE" ,890929 ,1989-09-29,005631 ,MCE ,00 ,005 ,    21451,   8571,   7430,      0,      0,      0,   8571,   7430,  12880,  14021,    21169,   8571,   7430,      0,      0,      0,   8571,   7430,  12598,  13739,      282,      0,      0,      0,      0,      0,      0,      0,    282,    282,     3355,   1880,   2515,    -50,      0,      0,   1830,   2465,   1525,    890,  100.0,   40.0,   34.6,    0.0,    0.0,    0.0,   40.0,   34.6,   60.0,   65.4,  100.0,   40.5,   35.1,    0.0,    0.0,    0.0,   40.5,   35.1,   59.5,   64.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,     12,      7,      5,      0,      0,      0,      7,      5,     12,      7,      5,      0,      0,      0,      7,      5,      0,      0,      0,      0,      0,      0,      0,      0,    31.2,    32.1,    40.0,    34.6,    31.2,    32.1,    40.0,    34.6,    31.6,    32.5,    40.5,    35.1,    31.6,    32.5,    40.5,    35.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(THOUSAND BUSHELS)" ,"005631" ,"MCE" ,"005"
