NASD - MOEX,2022-09-20,NASD,15940,2488,0,0,1823,0,6147,7970,0,0,1600,0,-356,1244,0
NASD - MOEX,2022-09-21,NASD,17522,1582,0,0,2419,0,6342,8761,0,0,596,0,195,791,0
NASD - MOEX,2022-09-22,NASD,20906,3384,0,0,3467,0,6986,10453,0,0,1048,0,644,1692,0
NASD - MOEX,2022-09-23,NASD,22218,1312,0,0,3687,0,7422,11109,0,0,220,0,436,656,0
NASD - MOEX,2022-09-26,NASD,22294,76,0,0,3687,0,7460,11147,0,0,0,0,38,38,0
NASD - MOEX,2022-09-27,NASD,22462,168,0,0,3687,0,7544,11231,0,0,0,0,84,84,0
NASD - MOEX,2022-09-28,NASD,24396,1934,0,0,3687,0,8511,12198,0,0,0,0,967,967,0
NASD - MOEX,2022-09-29,NASD,25804,1408,0,0,3687,0,9215,12902,0,0,0,0,704,704,0
NASD - MOEX,2022-09-30,NASD,21888,-3916,0,0,3688,0,7256,10944,0,0,1,0,-1959,-1958,0
NASD - MOEX,2022-10-03,NASD,24612,2724,0,0,3688,0,8618,12306,0,0,0,0,1362,1362,0
NASD - MOEX,2022-10-04,NASD,26922,2310,0,0,3688,0,9773,13461,0,0,0,0,1155,1155,0
NASD - MOEX,2022-10-05,NASD,29442,2520,0,0,3765,0,10956,14721,0,0,77,0,1183,1260,0
NASD - MOEX,2022-10-06,NASD,32652,3210,0,0,5167,0,11159,16326,0,0,1402,0,203,1605,0
NASD - MOEX,2022-10-07,NASD,32550,-102,0,0,5272,0,11003,16275,0,0,105,0,-156,-51,0
NASD - MOEX,2022-10-10,NASD,33444,894,0,0,4901,0,11821,16722,0,0,-371,0,818,447,0
NASD - MOEX,2022-10-11,NASD,36484,3040,0,0,5438,0,12804,18242,0,0,537,0,983,1520,0
NASD - MOEX,2022-10-12,NASD,37570,1086,0,0,5118,165,13667,18620,0,0,-320,165,863,378,0
NASD - MOEX,2022-10-13,NASD,43336,5766,0,0,5150,0,16518,21668,0,0,32,-165,2851,3048,0
NASD - MOEX,2022-10-14,NASD,42086,-1250,0,0,4816,0,16227,21043,0,0,-334,0,-291,-625,0
NASD - MOEX,2022-10-17,NASD,44066,1980,0,0,5363,0,16670,22033,0,0,547,0,443,990,0
NASD - MOEX,2022-10-18,NASD,53724,9658,0,0,5785,56,21077,26806,0,0,422,56,4407,4773,0
NASD - MOEX,2022-10-19,NASD,58554,4830,0,0,5806,0,23471,29277,0,0,21,-56,2394,2471,0
NASD - MOEX,2022-10-20,NASD,57684,-870,0,0,5973,0,22869,28842,0,0,167,0,-602,-435,0
NASD - MOEX,2022-10-21,NASD,57806,122,0,0,4507,0,24396,28903,0,0,-1466,0,1527,61,0
NASD - MOEX,2022-10-24,NASD,59326,1520,0,0,5088,370,24575,29293,0,0,581,370,179,390,0
NASD - MOEX,2022-10-25,NASD,66242,6916,0,0,6565,0,26556,33121,0,0,1477,-370,1981,3828,0
NASD - MOEX,2022-10-26,NASD,69106,2864,0,0,6682,175,27871,34378,0,0,117,175,1315,1257,0
NASD - MOEX,2022-10-27,NASD,66314,-2792,0,0,4977,0,28180,33157,0,0,-1705,-175,309,-1221,0
NASD - MOEX,2022-10-28,NASD,77928,11614,0,0,6386,0,32578,38964,0,0,1409,0,4398,5807,0
