NASD - MOEX,2023-01-03,NASD,127194,-1452,0,0,353,5238,63244,58359,0,0,0,-4400,-726,3674,0
NASD - MOEX,2023-01-04,NASD,128586,1392,0,0,353,5238,63940,59055,0,0,0,0,696,696,0
NASD - MOEX,2023-01-05,NASD,132730,4144,0,0,353,5238,66012,61127,0,0,0,0,2072,2072,0
NASD - MOEX,2023-01-06,NASD,140118,7388,0,0,1946,5238,68113,64821,0,0,1593,0,2101,3694,0
NASD - MOEX,2023-01-09,NASD,116964,-23154,0,0,707,5630,57775,52852,0,0,-1239,392,-10338,-11969,0
NASD - MOEX,2023-01-10,NASD,122996,6032,0,0,1307,8120,60191,53378,0,0,600,2490,2416,526,0
NASD - MOEX,2023-01-11,NASD,128270,5274,0,0,1312,8420,62823,55715,0,0,5,300,2632,2337,0
NASD - MOEX,2023-01-12,NASD,144454,16184,0,0,1309,5854,70918,66373,0,0,-3,-2566,8095,10658,0
NASD - MOEX,2023-01-13,NASD,148094,3640,0,0,1309,5840,72738,68207,0,0,0,-14,1820,1834,0
NASD - MOEX,2023-01-16,NASD,147984,-110,0,0,1309,5843,72683,68149,0,0,0,3,-55,-58,0
NASD - MOEX,2023-01-17,NASD,153276,5292,0,0,1309,5844,75329,70794,0,0,0,1,2646,2645,0
NASD - MOEX,2023-01-18,NASD,158808,5532,0,0,1309,5861,78095,73543,0,0,0,17,2766,2749,0
NASD - MOEX,2023-01-19,NASD,148126,-10682,0,0,1327,6043,72736,68020,0,0,18,182,-5359,-5523,0
NASD - MOEX,2023-01-20,NASD,150342,2216,0,0,1309,6043,73862,69128,0,0,-18,0,1126,1108,0
NASD - MOEX,2023-01-23,NASD,195644,45302,0,0,1309,7043,96513,90779,0,0,0,1000,22651,21651,0
NASD - MOEX,2023-01-24,NASD,216598,20954,0,0,2308,7643,105991,100656,0,0,999,600,9478,9877,0
NASD - MOEX,2023-01-25,NASD,195092,-21506,0,0,2308,7643,95238,89903,0,0,0,0,-10753,-10753,0
NASD - MOEX,2023-01-26,NASD,207634,12542,0,0,2308,7663,101509,96154,0,0,0,20,6271,6251,0
NASD - MOEX,2023-01-27,NASD,223206,15572,0,0,2308,7690,109295,103913,0,0,0,27,7786,7759,0
NASD - MOEX,2023-01-30,NASD,221742,-1464,0,0,7508,7697,103363,103174,0,0,5200,7,-5932,-739,0
NASD - MOEX,2023-01-31,NASD,215524,-6218,0,0,7508,7697,100254,100065,0,0,0,0,-3109,-3109,0
NASD - MOEX,2023-02-01,NASD,221174,5650,0,0,7508,7697,103079,102890,0,0,0,0,2825,2825,0
NASD - MOEX,2023-02-02,NASD,255606,34432,0,0,10452,7713,117351,120090,0,0,2944,16,14272,17200,0
NASD - MOEX,2023-02-03,NASD,277346,21740,0,0,38446,6764,100227,131909,0,0,27994,-949,-17124,11819,0
NASD - MOEX,2023-02-06,NASD,250396,-26950,0,0,29332,6761,95866,118437,0,0,-9114,-3,-4361,-13472,0
NASD - MOEX,2023-02-07,NASD,242842,-7554,0,0,28357,6366,93064,115055,0,0,-975,-395,-2802,-3382,0
NASD - MOEX,2023-02-08,NASD,239604,-3238,0,0,28603,5366,91199,114436,0,0,246,-1000,-1865,-619,0
NASD - MOEX,2023-02-09,NASD,236862,-2742,0,0,32209,5386,86222,113045,0,0,3606,20,-4977,-1391,0
NASD - MOEX,2023-02-10,NASD,221370,-15492,0,0,35408,6560,75277,104125,0,0,3199,1174,-10945,-8920,0
NASD - MOEX,2023-02-13,NASD,208612,-12758,0,0,34264,5206,70042,99100,0,0,-1144,-1354,-5235,-5025,0
NASD - MOEX,2023-02-14,NASD,229548,20936,0,0,48039,5143,66735,109631,0,0,13775,-63,-3307,10531,0
NASD - MOEX,2023-02-15,NASD,251924,22376,0,0,59068,5173,66894,120789,0,0,11029,30,159,11158,0
NASD - MOEX,2023-02-16,NASD,231666,-20258,0,0,61133,5193,54700,110640,0,0,2065,20,-12194,-10149,0
NASD - MOEX,2023-02-17,NASD,229792,-1874,0,0,59954,5173,54942,109723,0,0,-1179,-20,242,-917,0
NASD - MOEX,2023-02-20,NASD,225172,-4620,0,0,58276,5173,54310,107413,0,0,-1678,0,-632,-2310,0
NASD - MOEX,2023-02-21,NASD,215744,-9428,0,0,55873,5173,51999,102699,0,0,-2403,0,-2311,-4714,0
NASD - MOEX,2023-02-22,NASD,205940,-9804,0,0,53507,4984,49463,97986,0,0,-2366,-189,-2536,-4713,0
NASD - MOEX,2023-02-24,NASD,205446,-494,0,0,52808,4590,49915,98133,0,0,-699,-394,452,147,0
NASD - MOEX,2023-02-27,NASD,213228,7782,0,0,50897,3142,55717,103472,0,0,-1911,-1448,5802,5339,0
NASD - MOEX,2023-02-28,NASD,223360,10132,0,0,51209,3142,60471,108538,0,0,312,0,4754,5066,0
NASD - MOEX,2023-03-01,NASD,212836,-10524,0,0,48435,3132,57983,103286,0,0,-2774,-10,-2488,-5252,0
NASD - MOEX,2023-03-02,NASD,204072,-8764,0,0,42046,3122,59990,98914,0,0,-6389,-10,2007,-4372,0
NASD - MOEX,2023-03-03,NASD,239382,35310,0,0,46732,3140,72959,116551,0,0,4686,18,12969,17637,0
NASD - MOEX,2023-03-06,NASD,251836,12454,0,0,50217,3220,75701,122698,0,0,3485,80,2742,6147,0
NASD - MOEX,2023-03-07,NASD,254180,2344,0,0,44563,3220,82527,123870,0,0,-5654,0,6826,1172,0
NASD - MOEX,2023-03-09,NASD,253032,-1148,0,0,43958,3272,82558,123244,0,0,-605,52,31,-626,0
NASD - MOEX,2023-03-10,NASD,191448,-61584,0,0,40667,4350,55057,91374,0,0,-3291,1078,-27501,-31870,0
NASD - MOEX,2023-03-13,NASD,187954,-3494,0,0,40348,2050,53629,91927,0,0,-319,-2300,-1428,553,0
NASD - MOEX,2023-03-14,NASD,204748,16794,0,0,44700,230,57674,102144,0,0,4352,-1820,4045,10217,0
NASD - MOEX,2023-03-15,NASD,245708,40960,0,0,75871,16360,46983,106494,0,0,31171,16130,-10691,4350,0
NASD - MOEX,2023-03-16,NASD,266490,20782,0,0,89409,15926,43836,117319,0,0,13538,-434,-3147,10825,0
NASD - MOEX,2023-03-17,NASD,138618,-127872,0,0,24863,514,44446,68795,0,0,-64546,-15412,610,-48524,0
NASD - MOEX,2023-03-20,NASD,144576,5958,0,0,17051,121,55237,72167,0,0,-7812,-393,10791,3372,0
NASD - MOEX,2023-03-21,NASD,143514,-1062,0,0,16872,606,54885,71151,0,0,-179,485,-352,-1016,0
NASD - MOEX,2023-03-22,NASD,154368,10854,0,0,22291,567,54893,76617,0,0,5419,-39,8,5466,0
NASD - MOEX,2023-03-23,NASD,196392,42024,0,0,26297,180,71899,98016,0,0,4006,-387,17006,21399,0
NASD - MOEX,2023-03-24,NASD,201536,5144,0,0,33659,607,67109,100161,0,0,7362,427,-4790,2145,0
NASD - MOEX,2023-03-27,NASD,201890,354,0,0,35980,500,64965,100445,0,0,2321,-107,-2144,284,0
NASD - MOEX,2023-03-28,NASD,184978,-16912,0,0,30441,95,62048,92394,0,0,-5539,-405,-2917,-8051,0
NASD - MOEX,2023-03-29,NASD,198478,13500,0,0,34003,111,65236,99128,0,0,3562,16,3188,6734,0
NASD - MOEX,2023-03-30,NASD,231602,33124,0,0,44110,277,71691,115524,0,0,10107,166,6455,16396,0
NASD - MOEX,2023-03-31,NASD,259716,28114,0,0,61254,749,68604,129109,0,0,17144,472,-3087,13585,0
NASD - MOEX,2023-04-03,NASD,272440,12724,0,0,62972,509,73248,135711,0,0,1718,-240,4644,6602,0
NASD - MOEX,2023-04-04,NASD,284488,12048,0,0,71955,772,70289,141472,0,0,8983,263,-2959,5761,0
NASD - MOEX,2023-04-05,NASD,259108,-25380,0,0,68728,539,60826,129015,0,0,-3227,-233,-9463,-12457,0
