NASD - MOEX,2024-01-03,NASD,707906,-28848,0,0,294450,11127,59503,342826,0,0,-9220,488,-5204,-14912,0
NASD - MOEX,2024-01-04,NASD,696542,-11364,0,0,291117,10800,57154,337471,0,0,-3333,-327,-2349,-5355,0
NASD - MOEX,2024-01-05,NASD,704274,7732,0,0,291851,10769,60286,341368,0,0,734,-31,3132,3897,0
NASD - MOEX,2024-01-08,NASD,708058,3784,0,0,296131,9384,57898,344645,0,0,4280,-1385,-2388,3277,0
NASD - MOEX,2024-01-09,NASD,715846,7788,0,0,295819,6681,62104,351242,0,0,-312,-2703,4206,6597,0
NASD - MOEX,2024-01-10,NASD,729600,13754,0,0,302004,6412,62796,358388,0,0,6185,-269,692,7146,0
NASD - MOEX,2024-01-11,NASD,765132,35532,0,0,307003,7032,75563,375534,0,0,4999,620,12767,17146,0
NASD - MOEX,2024-01-12,NASD,779914,14782,0,0,310252,7480,79705,382477,0,0,3249,448,4142,6943,0
NASD - MOEX,2024-01-15,NASD,777920,-1994,0,0,306575,7687,82385,381273,0,0,-3677,207,2680,-1204,0
NASD - MOEX,2024-01-16,NASD,806446,28526,0,0,310692,8192,92531,395031,0,0,4117,505,10146,13758,0
NASD - MOEX,2024-01-17,NASD,784032,-22414,0,0,306198,8470,85818,383546,0,0,-4494,278,-6713,-11485,0
NASD - MOEX,2024-01-18,NASD,825592,41560,0,0,313007,8183,99789,404613,0,0,6809,-287,13971,21067,0
NASD - MOEX,2024-01-19,NASD,859298,33706,0,0,315754,10649,113895,419000,0,0,2747,2466,14106,14387,0
NASD - MOEX,2024-01-22,NASD,891992,32694,0,0,309643,9631,136353,436365,0,0,-6111,-1018,22458,17365,0
NASD - MOEX,2024-01-23,NASD,892890,898,0,0,306582,9485,139863,436960,0,0,-3061,-146,3510,595,0
NASD - MOEX,2024-01-24,NASD,912122,19232,0,0,311486,9520,144575,446541,0,0,4904,35,4712,9581,0
NASD - MOEX,2024-01-25,NASD,929330,17208,0,0,315981,8988,148684,455677,0,0,4495,-532,4109,9136,0
NASD - MOEX,2024-01-26,NASD,935390,6060,0,0,313487,8750,154208,458945,0,0,-2494,-238,5524,3268,0
NASD - MOEX,2024-01-29,NASD,931848,-3542,0,0,312932,8786,152992,457138,0,0,-555,36,-1216,-1807,0
NASD - MOEX,2024-01-30,NASD,924984,-6864,0,0,310541,8141,151951,454351,0,0,-2391,-645,-1041,-2787,0
NASD - MOEX,2024-01-31,NASD,888334,-36650,0,0,305438,8094,138729,436073,0,0,-5103,-47,-13222,-18278,0
NASD - MOEX,2024-02-01,NASD,869180,-19154,0,0,305776,8870,128814,425720,0,0,338,776,-9915,-10353,0
NASD - MOEX,2024-02-02,NASD,879928,10748,0,0,309337,9399,130627,430565,0,0,3561,529,1813,4845,0
NASD - MOEX,2024-02-05,NASD,895246,15318,0,0,311919,9825,135704,437798,0,0,2582,426,5077,7233,0
NASD - MOEX,2024-02-06,NASD,903704,8458,0,0,309206,9622,142646,442230,0,0,-2713,-203,6942,4432,0
